Movie,trunc,Release Date,Distributor,Genre
Playing with Fire,Playing with Fire,"Nov 8, 2019",Paramount Pictures,Comedy
Harriet,Harriet,"Nov 1, 2019",Focus Features,Drama
A Dog’s Way Home,A Dog’s Way Home,"Jan 11, 2019",Sony Pictures,Drama
The Angry Birds Movie 2,The Angry Birds Movi,"Aug 13, 2019",Sony Pictures,Adventure
Little,Little,"Apr 12, 2019",Universal,Comedy
Queen & Slim,Queen & Slim,"Nov 27, 2019",Universal,Drama
Breakthrough,Breakthrough,"Apr 17, 2019",20th Century Fox,Drama
The Mule,The Mule,"Dec 14, 2018",Warner Bros.,Drama
Crawl,Crawl,"Jul 12, 2019",Paramount Pictures,Horror
Escape Room,Escape Room,"Jan 4, 2019",Sony Pictures,Horror
Little Women,Little Women,"Dec 25, 2019",Sony Pictures,Drama
Uncut Gems,Uncut Gems,"Dec 25, 2019",A24,Thriller/Suspense
The Hustle,The Hustle,"May 10, 2019",United Artists,Comedy
The Intruder,The Intruder,"May 3, 2019",Sony Pictures,Thriller/Suspense
Last Christmas,Last Christmas,"Nov 8, 2019",Universal,Romantic Comedy
Overcomer,Overcomer,"Aug 23, 2019",Sony Pictures,Drama
Mary Poppins Returns,Mary Poppins Returns,"Dec 19, 2018",Walt Disney,Musical
Cold Pursuit,Cold Pursuit,"Feb 8, 2019",Lionsgate,Thriller/Suspense
Doctor Sleep,Doctor Sleep,"Nov 8, 2019",Warner Bros.,Horror
Dragon Ball Super: Broly,Dragon Ball Super: B,"Jan 16, 2019",FUNimation,Action
Long Shot,Long Shot,"May 3, 2019",Lionsgate,Romantic Comedy
Child’s Play,Child’s Play,"Jun 21, 2019",United Artists,Horror
Ready or Not,Ready or Not,"Aug 21, 2019",Fox Searchlight,Black Comedy
21 Bridges,21 Bridges,"Nov 22, 2019",STX Entertainment,Thriller/Suspense
Happy Death Day 2U,Happy Death Day 2U,"Feb 13, 2019",Universal,Thriller/Suspense
Midsommar,Midsommar,"Jul 3, 2019",A24,Horror
Bohemian Rhapsody,Bohemian Rhapsody,"Nov 2, 2018",20th Century Fox,Drama
The Art of Racing in the Rain,The Art of Racing in,"Aug 9, 2019",20th Century Fox,Drama
Countdown,Countdown,"Oct 25, 2019",STX Entertainment,Horror
Bombshell,Bombshell,"Dec 13, 2019",Lionsgate,Drama
Judy,Judy,"Sep 27, 2019",Roadside Attractions,Drama
Parasite,Parasite,"Oct 11, 2019",Neon,Black Comedy
Fighting With My Family,Fighting With My Fam,"Feb 14, 2019",,Comedy
On the Basis of Sex,On the Basis of Sex,"Dec 25, 2018",Focus Features,Drama
A Dog’s Journey,A Dog’s Journey,"May 17, 2019",Universal,Drama
Booksmart,Booksmart,"May 24, 2019",United Artists,Comedy
Stuber,Stuber,"Jul 12, 2019",20th Century Fox,Comedy
47 Meters Down: Uncaged,47 Meters Down: Unca,"Aug 16, 2019",Entertainment Stu…,Thriller/Suspense
Black and Blue,Black and Blue,"Oct 25, 2019",Sony Pictures,Action
Hellboy,Hellboy,"Apr 12, 2019",Lionsgate,Horror
Jojo Rabbit,Jojo Rabbit,"Oct 18, 2019",Fox Searchlight,Black Comedy
Shaft,Shaft,"Jun 14, 2019",Warner Bros.,Comedy
The Peanut Butter Falcon,The Peanut Butter Fa,"Aug 9, 2019",Roadside Attractions,Comedy
UglyDolls,UglyDolls,"May 3, 2019",STX Entertainment,Adventure
Cats,Cats,"Dec 20, 2019",Universal,Musical
Unplanned,Unplanned,"Mar 29, 2019",SDG Releasing,Drama
The Favourite,The Favourite,"Nov 23, 2018",Fox Searchlight,Black Comedy
Vice,Vice,"Dec 25, 2018",Annapurna Pictures,Black Comedy
Richard Jewell,Richard Jewell,"Dec 13, 2019",Warner Bros.,Drama
Charlie’s Angels,Charlie’s Angels,"Nov 15, 2019",Sony Pictures,Action
The Farewell,The Farewell,"Jul 12, 2019",A24,Drama
BrightBurn,BrightBurn,"May 24, 2019",Sony Pictures,Horror
The Good Liar,The Good Liar,"Nov 15, 2019",Warner Bros.,Thriller/Suspense
The Kid Who Would Be King,The Kid Who Would Be,"Jan 25, 2019",20th Century Fox,Adventure
Missing Link,Missing Link,"Apr 12, 2019",United Artists,Adventure
Late Night,Late Night,"Jun 7, 2019",Amazon Studios,Comedy
Miss Bala,Miss Bala,"Feb 1, 2019",Sony Pictures,Action
The Prodigy,The Prodigy,"Feb 8, 2019",Orion Pictures,Horror
A Star is Born,A Star is Born,"Oct 5, 2018",Warner Bros.,Drama
Ralph Breaks The Internet,Ralph Breaks The Int,"Nov 21, 2018",Walt Disney,Adventure
Poms,Poms,"May 10, 2019",STX Entertainment,Comedy
They Shall Not Grow Old,They Shall Not Grow ,"Dec 17, 2018",Warner Bros.,Documentary
The Kitchen,The Kitchen,"Aug 9, 2019",Warner Bros.,Drama
After,After,"Apr 12, 2019",Aviron Pictures,Drama
Blinded by the Light,Blinded by the Light,"Aug 16, 2019",Warner Bros.,Drama
The Grudge,The Grudge,,,Horror
The Lighthouse,The Lighthouse,"Oct 18, 2019",A24,Horror
Dark Waters,Dark Waters,"Nov 22, 2019",Focus Features,Drama
Greta,Greta,"Mar 1, 2019",Focus Features,Thriller/Suspense
If Beale Street Could Talk,If Beale Street Coul,"Dec 14, 2018",Annapurna Pictures,Drama
The Best of Enemies,The Best of Enemies,"Apr 5, 2019",STX Entertainment,Drama
Black Christmas,Black Christmas,"Dec 13, 2019",Universal,Horror
Hotel Mumbai,Hotel Mumbai,"Mar 22, 2019",Bleecker Street,Thriller/Suspense
Motherless Brooklyn,Motherless Brooklyn,"Nov 1, 2019",Warner Bros.,Drama
No Manches Frida 2,No Manches Frida 2,"Mar 15, 2019",Lionsgate,Comedy
Where’d You Go Bernadette,Where’d You Go Berna,"Aug 16, 2019",United Artists,Comedy
Apollo 11,Apollo 11,"Mar 8, 2019",Neon,Documentary
Serenity,Serenity,"Jan 25, 2019",Aviron Pictures,Thriller/Suspense
Anna,Anna,"Jun 21, 2019",Lionsgate,Action
Penguins,Penguins,"Apr 17, 2019",Walt Disney,Documentary
Brittany Runs a Marathon,Brittany Runs a Mara,"Aug 23, 2019",Amazon Studios,Drama
The Dead Don’t Die,The Dead Don’t Die,"Jun 14, 2019",Focus Features,Horror
Mary Queen of Scots,Mary Queen of Scots,"Dec 7, 2018",Focus Features,Drama
Jexi,Jexi,"Oct 11, 2019",Lionsgate,Romantic Comedy
Second Act,Second Act,"Dec 21, 2018",STX Entertainment,Comedy
Run the Race,Run the Race,"Feb 22, 2019",Roadside Attractions,Drama
Free Solo,Free Solo,"Sep 28, 2018",Greenwich,Documentary
The Current War: Director’s…,The Current War: Dir,"Oct 25, 2019",101 Studios,Drama
Captive State,Captive State,"Mar 15, 2019",Focus Features,Thriller/Suspense
The Wandering Earth,The Wandering Earth,"Feb 5, 2019",CMC Pictures,Action
Arctic Dogs,Arctic Dogs,"Nov 1, 2019",Entertainment Stu…,Adventure
Gloria Bell,Gloria Bell,"Mar 8, 2019",A24,Drama
The Mustang,The Mustang,"Mar 15, 2019",Focus Features,Drama
The Goldfinch,The Goldfinch,"Sep 13, 2019",Warner Bros.,Drama
Stan & Ollie,Stan & Ollie,"Dec 28, 2018",Sony Pictures Cla…,Drama
Don’t Let Go,Don’t Let Go,"Aug 30, 2019",OTL Releasing,Thriller/Suspense
The Sun is Also a Star,The Sun is Also a St,"May 17, 2019",Warner Bros.,Drama
Bring the Soul: The Movie,Bring the Soul: The ,"Aug 7, 2019",Trafalgar Releasing,Documentary
Pavarotti,Pavarotti,"Jun 7, 2019",CBS Films,Documentary
Tolkien,Tolkien,"May 10, 2019",Fox Searchlight,Drama
The Last Black Man in San F…,The Last Black Man i,"Jun 7, 2019",A24,Drama
Amazing Grace,Amazing Grace,"Apr 5, 2019",Neon,Documentary
Brian Banks,Brian Banks,"Aug 9, 2019",Bleecker Street,Drama
The Biggest Little Farm,The Biggest Little F,"May 10, 2019",Neon,Documentary
Dr. Seuss’ The Grinch,Dr. Seuss’ The Grinc,"Nov 9, 2018",Universal,Adventure
Cold War,Cold War,"Dec 21, 2018",Amazon Studios,Drama
Linda Ronstadt: The Sound o…,Linda Ronstadt: The ,"Sep 6, 2019",Greenwich,Documentary
Gully Boy,Gully Boy,"Feb 14, 2019",Viva Entertainment,Drama
Uri: The Surgical Strike,Uri: The Surgical St,"Jan 11, 2019",PackYourBag Films,Action
Replicas,Replicas,"Jan 11, 2019",Entertainment Stu…,Thriller/Suspense
Pain & Glory,Pain & Glory,"Oct 4, 2019",Sony Pictures Cla…,Drama
Ne Zha,Ne Zha,"Aug 29, 2019",Well Go USA,Adventure
Mission Mangal,Mission Mangal,"Aug 15, 2019",FIP,Drama
War,War,"Oct 2, 2019",Yash Raj Films,Action
2019 Oscar Shorts,2019 Oscar Shorts,"Feb 8, 2019",ShortsHD,Multiple Genres
The Beach Bum,The Beach Bum,"Mar 29, 2019",Neon,Comedy
Echo in the Canyon,Echo in the Canyon,"May 24, 2019",Greenwich,Documentary
Creed II,Creed II,"Nov 21, 2018",MGM,Drama
Jay and Silent Bob Reboot,Jay and Silent Bob R,"Oct 15, 2019",,Comedy
Maiden,Maiden,"Jun 28, 2019",Sony Pictures Cla…,Documentary
Honey Boy,Honey Boy,"Nov 8, 2019",Amazon Studios,Drama
Friends 25th: The One With …,Friends 25th: The On,"Sep 23, 2019",Fathom Events,Comedy
IP Man: The Finale,IP Man: The Finale,"Dec 25, 2019",Well Go USA,Action
Fantastic Beasts: The Crime…,Fantastic Beasts: Th,"Nov 16, 2018",Warner Bros.,Adventure
Kalank,Kalank,"Apr 17, 2019",FIP,Drama
Bharat,Bharat,"Jun 5, 2019",Viva Entertainment,Action
Everybody Knows,Everybody Knows,"Feb 8, 2019",Focus Features,Drama
Tod@s Caen,Tod@s Caen,"Aug 30, 2019",Lionsgate,Romantic Comedy
Saaho,Saaho,"Aug 29, 2019",Yash Raj Films,Action
Instant Family,Instant Family,"Nov 16, 2018",Paramount Pictures,Comedy
The Art of Self-Defense,The Art of Self-Defe,"Jul 12, 2019",Bleecker Street,Comedy
Arctic,Arctic,"Feb 1, 2019",Bleecker Street,Drama
Welcome to Marwen,Welcome to Marwen,"Dec 21, 2018",Universal,Drama
"My People, My Country","My People, My Countr","Oct 1, 2019",CMC Pictures,Drama
Promare,Promare,"Sep 17, 2019",GKIDS,Adventure
Super 30,Super 30,"Jul 12, 2019",Reliance Entertai…,Drama
Holmes & Watson,Holmes & Watson,"Dec 25, 2018",Sony Pictures,Comedy
The Fall of the American Em…,The Fall of the Amer,"May 31, 2019",Entertainment One,Comedy
Total Dhamaal,Total Dhamaal,"Feb 22, 2019",FIP,Comedy
Housefull 4,Housefull 4,"Oct 25, 2019",FIP,Romantic Comedy
The Matrix,The Matrix,"Mar 31, 1999",,Action
Luce,Luce,"Aug 2, 2019",Neon,Thriller/Suspense
Chhichhore,Chhichhore,"Sep 6, 2019",FIP,Comedy
Official Secrets,Official Secrets,"Aug 30, 2019",IFC Films,Thriller/Suspense
Better Days,Better Days,"Nov 8, 2019",Well Go USA,Drama
Badla,Badla,"Mar 8, 2019",Zee Studios,Thriller/Suspense
The White Crow,The White Crow,"Apr 26, 2019",Sony Pictures Cla…,Drama
Pandas,Pandas,"Apr 6, 2018",,Documentary
The Other Side of Heaven 2:…,The Other Side of He,"Jun 28, 2019",ArtAffects,Drama
Shoplifters,Shoplifters,"Nov 23, 2018",Magnolia Pictures,Drama
Wild Rose,Wild Rose,"Jun 21, 2019",Neon,Drama
Waves,Waves,"Nov 15, 2019",A24,Drama
The Aftermath,The Aftermath,"Mar 15, 2019",Fox Searchlight,Drama
Western Stars,Western Stars,"Oct 25, 2019",Warner Bros.,Documentary
Red Joan,Red Joan,"Apr 12, 2019",IFC Films,Drama
After the Wedding,After the Wedding,"Aug 9, 2019",Sony Pictures Cla…,Drama
Extreme Job,Extreme Job,"Jan 25, 2019",CJ Entertainment,Action
The Kid,The Kid,"Mar 8, 2019",Lionsgate,Western
Capernaum,Capernaum,"Dec 14, 2018",Sony Pictures Cla…,Drama
Fantastic Fungi,Fantastic Fungi,"Sep 20, 2019",Area 23a,Documentary
El Chicano,El Chicano,"May 3, 2019",Briarcliff Entert…,Drama
The Wife,The Wife,"Aug 17, 2018",Sony Pictures Cla…,Drama
National Lampoon’s Christma…,National Lampoon’s C,"Dec 1, 1989",,Comedy
It,It,"Sep 8, 2017",,Horror
1917,1917,"Dec 25, 2019",Universal,Thriller/Suspense
Never Look Away,Never Look Away,"Jan 25, 2019",Sony Pictures Cla…,Thriller/Suspense
Destroyer,Destroyer,"Dec 25, 2018",Annapurna Pictures,Thriller/Suspense
A Hidden Life,A Hidden Life,"Dec 13, 2019",Fox Searchlight,Drama
Can You Ever Forgive Me?,Can You Ever Forgive,"Oct 19, 2018",Fox Searchlight,Drama
No Safe Spaces,No Safe Spaces,"Dec 6, 2019",Atlas Distribution,Documentary
High Life,High Life,"Apr 5, 2019",A24,Horror
All is True,All is True,"Dec 21, 2018",Sony Pictures Cla…,Drama
Ben is Back,Ben is Back,"Dec 7, 2018",Roadside Attractions,Drama
Ek Ladki Ko Dekah Toh Aisa …,Ek Ladki Ko Dekah To,"Feb 1, 2019",FIP,Romantic Comedy
PLAYMOBIL,PLAYMOBIL,"Dec 6, 2019",STX Entertainment,Adventure
Mortal Engines,Mortal Engines,"Dec 14, 2018",Universal,Action
The Souvenir,The Souvenir,"May 17, 2019",A24,Drama
Perfect Strangers,Perfect Strangers,"Jan 11, 2019",Lionsgate,Comedy
Marianne & Leonard: Words o…,Marianne & Leonard: ,"Jul 5, 2019",Roadside Attractions,Documentary
Princess Mononoke,Princess Mononoke,"Oct 29, 1999",,Action
Simmba,Simmba,"Dec 28, 2018",Reliance Entertai…,Action
RUSH: Cinema Strangiato 2019,RUSH: Cinema Strangi,"Aug 21, 2019",Trafalgar Releasing,Concert/Perfor…
The Fighting Preacher,The Fighting Preache,"Jul 24, 2019",Purdie Distribution,Drama
Metallica & San Francisco S…,Metallica & San Fran,"Oct 9, 2019",Trafalgar Releasing,Concert/Perfor…
Toni Morrison: The Pieces I Am,Toni Morrison: The P,"Jun 21, 2019",Magnolia Pictures,Documentary
The Goonies,The Goonies,"Jun 7, 1985",,Adventure
Jesus is King,Jesus is King,"Oct 25, 2019",IMAX Films,Musical
Woman at War,Woman at War,"Mar 1, 2019",Magnolia Pictures,Action
Alien,Alien,"May 25, 1979",Fathom Events,Horror
The Polar Express,The Polar Express,"Nov 10, 2004",,Adventure
Like Arrows,Like Arrows,"May 1, 2019",Fathom Events,Drama
Climax,Climax,"Mar 1, 2019",A24,Drama
Transit,Transit,"Mar 1, 2019",Music Box Films,Drama
Between Me and My Mind,Between Me and My Mi,"Jul 17, 2019",Trafalgar Releasing,Documentary
Elf,Elf,"Nov 7, 2003",,Comedy
Student of the Year 2,Student of the Year ,"May 10, 2019",FIP,Romantic Comedy
The Church,The Church,"May 24, 2019",Indican Pictures,Horror
JONI 75: A Birthday Celebra…,JONI 75: A Birthday ,"Feb 7, 2019",Trafalgar Releasing,Concert/Perfor…
BlacKkKlansman,BlacKkKlansman,"Aug 10, 2018",Focus Features,Black Comedy
David Crosby: Remember My Name,David Crosby: Rememb,"Jul 19, 2019",Sony Pictures Cla…,Documentary
Bennett’s War,Bennett’s War,"Aug 30, 2019",ESX Entertainment,Drama
More Than Blue,More Than Blue,"Mar 15, 2019",China Lion Film D…,Drama
Thank You For Everything,Thank You For Everyt,"Dec 25, 2019",Entertainment One,Comedy
Honeyland,Honeyland,"Jul 26, 2019",Neon,Documentary
The Captain,The Captain,"Oct 18, 2019",Well Go USA,Drama
Non-Fiction,Non-Fiction,"May 3, 2019",IFC Films,Comedy
Where’s My Roy Cohn?,Where’s My Roy Cohn?,"Sep 20, 2019",Sony Pictures Cla…,Documentary
Depeche Mode: Spirits in th…,Depeche Mode: Spirit,"Nov 21, 2019",Trafalgar Releasing,Concert/Perfor…
Raise Hell: The Life and Ti…,Raise Hell: The Life,"Aug 30, 2019",Magnolia Pictures,Documentary
The Grizzlies,The Grizzlies,"Apr 19, 2019",,Drama
Nancy Drew and the Hidden S…,Nancy Drew and the H,"Mar 15, 2019",,Drama
The Wizard of Oz,The Wizard of Oz,"Sep 23, 2009",,Musical
Miles Davis: Birth of the Cool,Miles Davis: Birth o,"Aug 23, 2019",Abramorama Films,Documentary
The Chaperone,The Chaperone,"Mar 29, 2019",PBS Distribution,Drama
Roger Waters Us + Them,Roger Waters Us + Th,"Oct 2, 2019",Trafalgar Releasing,Documentary
Furie,Furie,"Mar 1, 2019",Well Go USA,Action
Bethany Hamilton: Unstoppable,Bethany Hamilton: Un,"Jul 12, 2019",Entertainment Stu…,Documentary
The Public,The Public,"Apr 5, 2019",Universal,Drama
The Sky is Pink,The Sky is Pink,"Oct 11, 2019",Gravitas Ventures,Drama
The Shining,The Shining,"May 23, 1980",,Horror
Fiddler: A Miracle of Miracles,Fiddler: A Miracle o,"Aug 23, 2019",Roadside Attractions,Documentary
Everybody’s Everything,Everybody’s Everythi,"Nov 12, 2019",Gunpowder & Sky,Documentary
Dabangg 3,Dabangg 3,"Dec 20, 2019",Yash Raj Films,Action
Grateful Dead Meet-Up at th…,Grateful Dead Meet-U,"Aug 1, 2019",Trafalgar Releasing,Documentary
Shadow,Shadow,"May 3, 2019",Well Go USA,Action
Long Day’s Journey Into Nig…,Long Day’s Journey I,"Apr 12, 2019",Kino Lorber,Drama
The Spy Behind Home Plate,The Spy Behind Home ,"May 24, 2019",The Ciesla Founda…,Documentary
Wild Nights With Emily,Wild Nights With Emi,"Apr 12, 2019",Greenwich,Comedy
Birds of Passage,Birds of Passage,"Feb 13, 2019",The Orchard,Drama
Tel Aviv on Fire,Tel Aviv on Fire,"Jul 26, 2019",Cohen Media Group,Romantic Comedy
Widows,Widows,"Nov 16, 2018",20th Century Fox,Thriller/Suspense
The Climbers,The Climbers,"Sep 30, 2019",Well Go USA,Adventure
The Great Alaskan Race,The Great Alaskan Ra,"Oct 25, 2019",P12 Films,Adventure
Exit,Exit,"Aug 2, 2019",CJ Entertainment,Action
CatVideoFest 2019,CatVideoFest 2019,"Feb 15, 2019",Oscilloscope Pict…,Documentary
Cruel Intentions,Cruel Intentions,"Mar 5, 1999",Sony Pictures,Drama
Panipat,Panipat,"Dec 6, 2019",Reliance Entertai…,Action
Christmas Jars,Christmas Jars,"Nov 4, 2019",Fathom Events,Drama
Dear Comrade,Dear Comrade,"Jul 26, 2019",,Action
Les Misérables - The Staged…,Les Misérables - The,"Dec 6, 2019",Trafalgar Releasing,Concert/Perfor…
Teen Spirit,Teen Spirit,"Apr 12, 2019",Bleecker Street,Musical
De De Pyaar De,De De Pyaar De,"May 17, 2019",Yash Raj Films,Romantic Comedy
En Brazos de un Asesino,En Brazos de un Ases,"Dec 6, 2019",Lionsgate,Thriller/Suspense
Hail Satan?,Hail Satan?,"Apr 17, 2019",Magnolia Pictures,Documentary
Ash is Purest White,Ash is Purest White,"Mar 15, 2019",Cohen Media Group,Drama
Union,Union,"Aug 2, 2019",Indican Pictures,Drama
The Invisibles,The Invisibles,"Jan 25, 2019",Greenwich,Documentary
Monos,Monos,"Sep 13, 2019",Neon,Thriller/Suspense
The Nightingale,The Nightingale,"Aug 2, 2019",IFC Films,Drama
Mia and the White Lion,Mia and the White Li,"Apr 12, 2019",Ledafilms,Adventure
The Man Who Killed Don Quixote,The Man Who Killed D,"Apr 10, 2019",,Comedy
The Wedding Guest,The Wedding Guest,"Mar 1, 2019",IFC Films,Thriller/Suspense
The Cure: Anniversary 1978-…,The Cure: Anniversar,"Jul 11, 2019",Trafalgar Releasing,Concert/Perfor…
The Hummingbird Project,The Hummingbird Proj,"Mar 15, 2019",The Orchard,Drama
Matthias & Maxime,Matthias & Maxime,"Oct 9, 2019",Self Distributed,Drama
The Tomorrow Man,The Tomorrow Man,"May 22, 2019",Bleecker Street,Drama
"Cyrano, My Love","Cyrano, My Love","Oct 18, 2019",Roadside Attractions,Comedy
Photograph,Photograph,"May 17, 2019",Amazon Studios,Drama
Diane,Diane,"Mar 29, 2019",IFC Films,Drama
Sword of Trust,Sword of Trust,"Jul 12, 2019",IFC Films,Drama
Lucy in the Sky,Lucy in the Sky,"Oct 4, 2019",Fox Searchlight,Drama
At Eternity’s Gate,At Eternity’s Gate,"Nov 16, 2018",CBS Films,Drama
Out of Liberty,Out of Liberty,"Sep 13, 2019",Purdie Distribution,Western
Josh Groban Bridges from Ma…,Josh Groban Bridges ,"Feb 12, 2019",Trafalgar Releasing,Concert/Perfor…
K-12,K-12,"Sep 5, 2019",Abramorama Films,Musical
Aquarela,Aquarela,"Aug 16, 2019",Sony Pictures Cla…,Documentary
63 Up,63 Up,"Nov 27, 2019",BritBox,Documentary
Ask Dr. Ruth,Ask Dr. Ruth,"May 3, 2019",Magnolia Pictures,Documentary
Line Walker 2: Invisible Spy,Line Walker 2: Invis,"Aug 16, 2019",Well Go USA,Action
Killerman,Killerman,"Aug 30, 2019",Blue Fox Entertai…,Action
The Bravest,The Bravest,"Aug 9, 2019",Sony Pictures,Drama
Khalid: Free Spirit,Khalid: Free Spirit,"Mar 29, 2019",Trafalgar Releasing,Documentary
Mike Wallace is Here,Mike Wallace is Here,"Jul 26, 2019",Magnolia Pictures,Documentary
Freaks,Freaks,"Sep 13, 2019",Well Go USA,Thriller/Suspense
Just Mercy,Just Mercy,"Dec 25, 2019",Warner Bros.,Drama
Smallfoot,Smallfoot,"Sep 28, 2018",Warner Bros.,Adventure
Her Smell,Her Smell,"Apr 12, 2019",Gunpowder & Sky,Drama
One Child Nation,One Child Nation,"Aug 9, 2019",Amazon Studios,Documentary
When Harry Met Sally…,When Harry Met Sally,"Jul 14, 1989",Fathom Events,Romantic Comedy
I Got The Hook-Up 2,I Got The Hook-Up 2,"Jul 12, 2019",RLJ Entertainment,Comedy
Lords of Chaos,Lords of Chaos,"Feb 8, 2019",Gunpowder & Sky,Thriller/Suspense
Canal Street,Canal Street,"Jan 18, 2019",Smith Global Media,Drama
Meeting Gorbachev,Meeting Gorbachev,"May 3, 2019",1091 Media,Documentary
Under the Sea 3D,Under the Sea 3D,"Feb 13, 2009",,Documentary
311: Enlarged to Show Detail 3,311: Enlarged to Sho,"Mar 11, 2019",Trafalgar Releasing,Concert/Perfor…
Give Me Liberty,Give Me Liberty,"Aug 23, 2019",Music Box Films,Comedy
American Woman,American Woman,"Jun 14, 2019",Roadside Attractions,Drama
Ashfall,Ashfall,"Dec 20, 2019",CJ Entertainment,Action
Pagalpanti,Pagalpanti,"Nov 22, 2019",Eros Entertainment,Comedy
First Love,First Love,"Sep 27, 2019",Well Go USA,Drama
"The Gangster, The Cop, The …","The Gangster, The Co","Jun 7, 2019",Well Go USA,Action
