Movie,trunc,Release Date,Distributor,Genre
The Time Traveler’s Wife,The Time Traveler’s ,"Aug 14, 2009",Warner Bros.,Drama
Brüno,Brüno,"Jul 10, 2009",Universal,Comedy
It’s Complicated,It’s Complicated,"Dec 25, 2009",Universal,Romantic Comedy
Bride Wars,Bride Wars,"Jan 9, 2009",20th Century Fox,Comedy
The Haunting in Connecticut,The Haunting in Conn,"Mar 27, 2009",Lionsgate,Horror
Ghosts of Girlfriends Past,Ghosts of Girlfriend,"May 1, 2009",Warner Bros.,Romantic Comedy
Funny People,Funny People,"Jul 31, 2009",Universal,Comedy
I Can Do Bad All By Myself,I Can Do Bad All By ,"Sep 11, 2009",Lionsgate,Comedy
My Bloody Valentine,My Bloody Valentine,"Jan 16, 2009",Lionsgate,Horror
Land of the Lost,Land of the Lost,"Jun 5, 2009",Universal,Comedy
My Sister’s Keeper,My Sister’s Keeper,"Jun 26, 2009",Warner Bros.,Drama
The Curious Case of Benjami…,The Curious Case of ,"Dec 25, 2008",Paramount Pictures,Drama
Old Dogs,Old Dogs,"Nov 25, 2009",Walt Disney,Comedy
Underworld 3: Rise of the L…,Underworld 3: Rise o,"Jan 23, 2009",Sony Pictures,Action
Up in the Air,Up in the Air,"Dec 4, 2009",Paramount Pictures,Drama
Confessions of a Shopaholic,Confessions of a Sho,"Feb 13, 2009",Walt Disney,Romantic Comedy
Precious (Based on the Nove…,Precious (Based on t,"Nov 6, 2009",Lionsgate,Drama
Year One,Year One,"Jun 19, 2009",Sony Pictures,Comedy
The Unborn,The Unborn,"Jan 9, 2009",Universal,Horror
Drag Me To Hell,Drag Me To Hell,"May 29, 2009",Universal,Horror
Orphan,Orphan,"Jul 24, 2009",Warner Bros.,Drama
Duplicity,Duplicity,"Mar 20, 2009",Universal,Comedy
Planet 51,Planet 51,"Nov 20, 2009",Sony Pictures,Adventure
Surrogates,Surrogates,"Sep 25, 2009",Walt Disney,Action
Ninja Assassin,Ninja Assassin,"Nov 25, 2009",Warner Bros.,Action
State of Play,State of Play,"Apr 17, 2009",Universal,Thriller/Suspense
Notorious,Notorious,"Jan 16, 2009",Fox Searchlight,Drama
Marley & Me,Marley & Me,"Dec 25, 2008",20th Century Fox,Comedy
The Pink Panther 2,The Pink Panther 2,"Feb 6, 2009",Sony Pictures,Adventure
All About Steve,All About Steve,"Sep 4, 2009",20th Century Fox,Romantic Comedy
Halloween 2,Halloween 2,"Aug 28, 2009",Weinstein/Dimension,Horror
The Informant,The Informant,"Sep 18, 2009",Warner Bros.,Comedy
The Last House on the Left,The Last House on th,"Mar 13, 2009",Universal,Horror
(500) Days of Summer,(500) Days of Summer,"Aug 7, 2009",Fox Searchlight,Romantic Comedy
The Men Who Stare at Goats,The Men Who Stare at,"Nov 6, 2009",Overture Films,Black Comedy
earth,earth,"Apr 22, 2009",Walt Disney,Documentary
The Soloist,The Soloist,"Apr 24, 2009",Paramount Pictures,Drama
Push,Push,"Feb 6, 2009",Summit Entertainment,Thriller/Suspense
9,9,"Sep 9, 2009",Focus Features,Adventure
Toy Story 3D Double Feature,Toy Story 3D Double ,"Oct 2, 2009",Walt Disney,Adventure
The Reader,The Reader,"Dec 10, 2008",Weinstein Co.,Drama
Invictus,Invictus,"Dec 11, 2009",Warner Bros.,Drama
The Stepfather,The Stepfather,"Oct 16, 2009",Sony Pictures,Thriller/Suspense
The Uninvited,The Uninvited,"Jan 30, 2009",Paramount Pictures,Horror
Defiance,Defiance,"Jan 16, 2009",Paramount Vantage,Drama
Saw VI,Saw VI,"Oct 23, 2009",Lionsgate,Horror
Brothers,Brothers,"Dec 4, 2009",Lionsgate,Drama
The Fourth Kind,The Fourth Kind,"Nov 6, 2009",Universal,Thriller/Suspense
Dance Flick,Dance Flick,"May 22, 2009",Paramount Pictures,Comedy
The International,The International,"Feb 13, 2009",Sony Pictures,Thriller/Suspense
Did You Hear About the Morg…,Did You Hear About t,"Dec 18, 2009",Sony Pictures,Romantic Comedy
Aliens in the Attic,Aliens in the Attic,"Jul 31, 2009",20th Century Fox,Comedy
The Wrestler,The Wrestler,"Dec 17, 2008",Fox Searchlight,Drama
Bedtime Stories,Bedtime Stories,"Dec 25, 2008",Walt Disney,Adventure
Observe and Report,Observe and Report,"Apr 10, 2009",Warner Bros.,Black Comedy
Fighting,Fighting,"Apr 24, 2009",Universal,Action
Love Happens,Love Happens,"Sep 18, 2009",Universal,Drama
Fame,Fame,"Sep 25, 2009",MGM,Musical
Valkyrie,Valkyrie,"Dec 25, 2008",United Artists,Thriller/Suspense
Revolutionary Road,Revolutionary Road,"Dec 26, 2008",Paramount Vantage,Drama
Shorts,Shorts,"Aug 21, 2009",Warner Bros.,Adventure
Gamer,Gamer,"Sep 4, 2009",Lionsgate,Action
Astro Boy,Astro Boy,"Oct 23, 2009",Summit Entertainment,Adventure
Under the Sea 3D,Under the Sea 3D,"Feb 13, 2009",Warner Bros.,Documentary
Jonas Brothers: The 3D Conc…,Jonas Brothers: The ,"Feb 27, 2009",Walt Disney,Concert/Perfor…
Fantastic Mr. Fox,Fantastic Mr. Fox,"Nov 13, 2009",20th Century Fox,Comedy
The Invention of Lying,The Invention of Lyi,"Oct 2, 2009",Warner Bros.,Comedy
Yes Man,Yes Man,"Dec 19, 2008",Warner Bros.,Romantic Comedy
Inkheart,Inkheart,"Jan 23, 2009",Warner Bros.,Adventure
Fired Up,Fired Up,"Feb 20, 2009",Sony Pictures,Comedy
New in Town,New in Town,"Jan 30, 2009",Lionsgate,Romantic Comedy
Imagine That,Imagine That,"Jun 12, 2009",Paramount Pictures,Comedy
Jennifer's Body,Jennifer's Body,"Sep 18, 2009",20th Century Fox,Horror
Adventureland,Adventureland,"Apr 3, 2009",Miramax,Black Comedy
Twilight,Twilight,"Nov 21, 2008",Summit Entertainment,Drama
Armored,Armored,"Dec 4, 2009",Sony Pictures,Thriller/Suspense
A Perfect Getaway,A Perfect Getaway,"Aug 7, 2009",Universal,Thriller/Suspense
"The Goods: Live Hard, Sell …",The Goods: Live Hard,"Aug 14, 2009",Paramount Vantage,Comedy
Ponyo,Ponyo,"Aug 14, 2009",Walt Disney,Adventure
The Box,The Box,"Nov 6, 2009",Warner Bros.,Thriller/Suspense
"I Love You, Beth Cooper","I Love You, Beth Coo","Jul 10, 2009",20th Century Fox,Romantic Comedy
Doubt,Doubt,"Dec 12, 2008",Miramax,Drama
Milk,Milk,"Nov 26, 2008",Focus Features,Drama
Last Chance Harvey,Last Chance Harvey,"Dec 25, 2008",Overture Films,Drama
Capitalism: A Love Story,Capitalism: A Love S,"Sep 23, 2009",Overture Films,Documentary
Amelia,Amelia,"Oct 23, 2009",Fox Searchlight,Drama
Cirque du Freak: The Vampir…,Cirque du Freak: The,"Oct 23, 2009",Universal,Action
Nine,Nine,"Dec 25, 2009",Weinstein Co.,Musical
Crank 2: High Voltage,Crank 2: High Voltag,"Apr 17, 2009",Lionsgate,Thriller/Suspense
Whip It,Whip It,"Oct 2, 2009",Fox Searchlight,Comedy
The Hurt Locker,The Hurt Locker,"Jun 26, 2009",Summit Entertainment,Drama
Frost/Nixon,Frost/Nixon,"Dec 5, 2008",Universal,Drama
12 Rounds,12 Rounds,"Mar 27, 2009",20th Century Fox,Action
Sunshine Cleaning,Sunshine Cleaning,"Mar 13, 2009",Overture Films,Comedy
Sorority Row,Sorority Row,"Sep 11, 2009",Summit Entertainment,Horror
Extract,Extract,"Sep 4, 2009",Miramax,Black Comedy
De père en flic,De père en flic,"Jul 8, 2009",,Comedy
Not Easily Broken,Not Easily Broken,"Jan 9, 2009",Sony Pictures,Drama
Pandorum,Pandorum,"Sep 25, 2009",Overture Films,Horror
Whiteout,Whiteout,"Sep 11, 2009",Warner Bros.,Thriller/Suspense
Next Day Air,Next Day Air,"May 8, 2009",Summit Entertainment,Comedy
The Boondock Saints 2: All …,The Boondock Saints ,"Oct 30, 2009",Apparition,Action
Seven Pounds,Seven Pounds,"Dec 19, 2008",Sony Pictures,Drama
Away We Go,Away We Go,"Jun 5, 2009",Focus Features,Comedy
Dragonball Evolution,Dragonball Evolution,"Apr 10, 2009",20th Century Fox,Adventure
Everybody's Fine,Everybody's Fine,"Dec 4, 2009",Miramax,Drama
A Serious Man,A Serious Man,"Oct 2, 2009",Focus Features,Comedy
Street Fighter: The Legend …,Street Fighter: The ,"Feb 27, 2009",20th Century Fox,Action
My Life in Ruins,My Life in Ruins,"Jun 5, 2009",Fox Searchlight,Romantic Comedy
Pirate Radio,Pirate Radio,"Nov 13, 2009",Focus Features,Comedy
An Education,An Education,"Oct 9, 2009",Sony Pictures Cla…,Drama
The Collector,The Collector,"Jul 31, 2009",Freestyle Releasing,Horror
Taking Woodstock,Taking Woodstock,"Aug 28, 2009",Focus Features,Comedy
The Tale of Despereaux,The Tale of Desperea,"Dec 19, 2008",Universal,Adventure
The Road,The Road,"Nov 25, 2009",Weinstein Co.,Drama
Post Grad,Post Grad,"Aug 21, 2009",20th Century Fox,Romantic Comedy
Coco Before Chanel,Coco Before Chanel,"Sep 25, 2009",Sony Pictures Cla…,Drama
Whatever Works,Whatever Works,"Jun 19, 2009",Sony Pictures Cla…,Romantic Comedy
Deep Sea 3-D,Deep Sea 3-D,"Mar 3, 2006",Warner Bros.,Documentary
Bandslam,Bandslam,"Aug 14, 2009",Summit Entertainment,Comedy
Moon,Moon,"Jun 12, 2009",Sony Pictures Cla…,Thriller/Suspense
The Day the Earth Stood Still,The Day the Earth St,"Dec 12, 2008",20th Century Fox,Adventure
3 Idiots,3 Idiots,"Dec 23, 2009",Big Pictures,Comedy
Miss March,Miss March,"Mar 13, 2009",20th Century Fox,Comedy
Crossing Over,Crossing Over,"Feb 27, 2009",Weinstein Co.,Drama
Bright Star,Bright Star,"Sep 17, 2009",Apparition,Drama
Magnificent Desolation,Magnificent Desolati,"Sep 23, 2005",IMAX Films,Documentary
"Food, Inc.","Food, Inc.","Jun 12, 2009",Magnolia Pictures,Documentary
Good Hair,Good Hair,"Oct 9, 2009",Roadside Attractions,Documentary
Bolt,Bolt,"Nov 21, 2008",Walt Disney,Adventure
The September Issue,The September Issue,"Aug 28, 2009",Roadside Attractions,Documentary
The Class,The Class,"Jan 30, 2009",Sony Pictures Cla…,Drama
The Brothers Bloom,The Brothers Bloom,"May 15, 2009",Summit Entertainment,Black Comedy
Space Station,Space Station,"Apr 19, 2002",IMAX Films,Documentary
Madagascar: Escape 2 Africa,Madagascar: Escape 2,"Nov 7, 2008",Paramount Pictures,Adventure
Two Lovers,Two Lovers,"Feb 13, 2009",Magnolia Pictures,Drama
Trailer Park Boys: Countdow…,Trailer Park Boys: C,"Sep 25, 2009",,Black Comedy
Australia,Australia,"Nov 26, 2008",20th Century Fox,Drama
Chéri,Chéri,"Jun 26, 2009",Miramax,Drama
Easy Virtue,Easy Virtue,"May 22, 2009",Sony Pictures Cla…,Romantic Comedy
My One and Only,My One and Only,"Aug 21, 2009",Freestyle Releasing,Comedy
Quantum of Solace,Quantum of Solace,"Nov 14, 2008",Sony Pictures,Action
Sin Nombre,Sin Nombre,"Mar 20, 2009",Focus Features,Thriller/Suspense
Rachel Getting Married,Rachel Getting Marri,"Oct 3, 2008",Sony Pictures Cla…,Drama
The Young Victoria,The Young Victoria,"Dec 18, 2009",Apparition,Drama
Love Aaj Kal,Love Aaj Kal,"Jul 31, 2009",Eros Entertainment,Romantic Comedy
In the Loop,In the Loop,"Jul 24, 2009",IFC Films,Black Comedy
The Dark Knight,The Dark Knight,"Jul 18, 2008",Warner Bros.,Action
Sea Monsters: A Prehistoric…,Sea Monsters: A Preh,"Oct 5, 2007",National Geograph…,Documentary
Adam,Adam,"Jul 29, 2009",Fox Searchlight,Drama
Millénium - Le Film,Millénium - Le Film,"May 29, 2009",,Thriller/Suspense
Waltz with Bashir,Waltz with Bashir,"Dec 25, 2008",Sony Pictures Cla…,Documentary
The Spirit,The Spirit,"Dec 25, 2008",Lionsgate,Action
Is Anybody There?,Is Anybody There?,"Apr 17, 2009",Stony Island Ente…,Drama
Broken Embraces,Broken Embraces,"Nov 20, 2009",Sony Pictures Cla…,Thriller/Suspense
Dolphins and Whales Tribes …,Dolphins and Whales ,"Feb 15, 2008",3D Entertainment,Documentary
Fly Me To the Moon,Fly Me To the Moon,"Aug 15, 2008",Summit Entertainment,Adventure
Four Christmases,Four Christmases,"Nov 26, 2008",Warner Bros.,Comedy
Rudo y Cursi,Rudo y Cursi,"May 8, 2009",Sony Pictures Cla…,Comedy
Valentino: The Last Emperor,Valentino: The Last ,"Mar 18, 2009",Truly Indie,Documentary
A Single Man,A Single Man,"Dec 11, 2009",Weinstein Co.,Drama
Every Little Step,Every Little Step,"Apr 17, 2009",Sony Pictures Cla…,Documentary
Les doigts croches,Les doigts croches,"Jul 31, 2009",,Comedy
Battle for Terra,Battle for Terra,"May 1, 2009",Roadside Attractions,Adventure
L'heure d'été,L'heure d'été,"May 15, 2009",IFC Films,Drama
It Might Get Loud,It Might Get Loud,"Aug 14, 2009",Sony Pictures Cla…,Documentary
"New York, I Love You","New York, I Love You","Oct 16, 2009",Vivendi Entertain…,Drama
Che Part 1 The Argentine,Che Part 1 The Argen,"Dec 12, 2008",IFC Films,Drama
Gomorrah,Gomorrah,"Feb 13, 2009",IFC Films,Drama
Babine,Babine,"Nov 28, 2008",,Adventure
"Dédé, à travers les brumes","Dédé, à travers les ","Mar 13, 2009",TVA Films,Drama
Departures,Departures,"May 29, 2009",Regent Releasing,Drama
Kambakkht Ishq,Kambakkht Ishq,"Jul 3, 2009",Eros Entertainment,Romantic Comedy
Bad Lieutenant: Port of Cal…,Bad Lieutenant: Port,"Nov 20, 2009",First Look,Drama
I Hope They Serve Beer in Hell,I Hope They Serve Be,"Oct 16, 2009",Freestyle Releasing,Comedy
Polytechnique,Polytechnique,"Feb 6, 2009",,Drama
X Games 3D: The Movie,X Games 3D: The Movi,"Aug 21, 2009",Walt Disney,Documentary
Kaminey,Kaminey,"Aug 14, 2009",UTV Communications,Thriller/Suspense
Paper Heart,Paper Heart,"Aug 7, 2009",Overture Films,Comedy
The Secrets of Jonathan Sperry,The Secrets of Jonat,"Sep 18, 2009",Five & Two Pictures,Drama
The Wizard of Oz,The Wizard of Oz,"Sep 23, 2009",Warner Bros.,Musical
"Yoo-Hoo, Mrs. Goldberg","Yoo-Hoo, Mrs. Goldbe","Jul 10, 2009",International Fil…,Documentary
Sugar,Sugar,"Apr 3, 2009",Sony Pictures Cla…,Drama
"5150, Rue des Ormes","5150, Rue des Ormes","Oct 9, 2009",,Thriller/Suspense
The Imaginarium of Doctor P…,The Imaginarium of D,"Dec 25, 2009",Sony Pictures Cla…,Adventure
New York,New York,"Jun 26, 2009",Yash Raj Films,Drama
Paris,Paris,"Sep 18, 2009",Equinox,Comedy
More Than a Game,More Than a Game,"Oct 2, 2009",Lionsgate,Documentary
De Dana Dan,De Dana Dan,"Nov 25, 2009",,Comedy
Me and Orson Welles,Me and Orson Welles,"Nov 25, 2009",Freestyle Releasing,Drama
Management,Management,"May 15, 2009",Samuel Goldwyn Films,Romantic Comedy
Chandni Chowk to China,Chandni Chowk to Chi,"Jan 16, 2009",Warner Bros.,Musical
Cold Souls,Cold Souls,"Aug 7, 2009",Samuel Goldwyn Films,Drama
Tyson,Tyson,"Apr 24, 2009",Sony Pictures Cla…,Documentary
Delhi 6,Delhi 6,"Feb 13, 2009",UTV Communications,Drama
Goodbye Solo,Goodbye Solo,"Mar 27, 2009",Roadside Attractions,Drama
The Cove,The Cove,"Jul 31, 2009",Roadside Attractions,Documentary
Seraphine,Seraphine,"Jun 5, 2009",Music Box Films,Drama
Paris 36,Paris 36,"Apr 3, 2009",Sony Pictures Cla…,
I've Loved You So Long,I've Loved You So Lo,"Oct 24, 2008",Sony Pictures Cla…,Drama
The Boys are Back,The Boys are Back,"Sep 25, 2009",Miramax,Drama
Echelon Conspiracy,Echelon Conspiracy,"Feb 27, 2009",After Dark,Thriller/Suspense
The Wonder of it All,The Wonder of it All,"Jul 17, 2009",Indican Pictures,Documentary
Billu,Billu,"Feb 13, 2009",,Comedy
Wendy and Lucy,Wendy and Lucy,"Dec 10, 2008",Oscilloscope Pict…,Drama
Kurbaan,Kurbaan,"Nov 20, 2009",UTV Communications,Thriller/Suspense
1981,1981,"Sep 1, 2009",,
The Great Buck Howard,The Great Buck Howar,"Mar 20, 2009",Magnolia Pictures,Drama
The Cross: The Arthur Bless…,The Cross: The Arthu,"Mar 27, 2009",Gener8xion Entert…,Documentary
Ajab Prem Ki Ghazab Kahani,Ajab Prem Ki Ghazab ,"Nov 6, 2009",Viva Entertainment,Romantic Comedy
Beverly Hills Chihuahua,Beverly Hills Chihua,"Oct 3, 2008",Walt Disney,Adventure
Wake Up Sid,Wake Up Sid,"Oct 2, 2009",UTV Communications,Comedy
Crazy Heart,Crazy Heart,"Dec 16, 2009",Fox Searchlight,Drama
The Girlfriend Experience,The Girlfriend Exper,"May 22, 2009",Magnolia Pictures,
Fanboys,Fanboys,"Feb 6, 2009",Weinstein Co.,Comedy
Anvil! The Story of Anvil,Anvil! The Story of ,"Apr 10, 2009",Abramorama Films,Documentary
Play the Game,Play the Game,"Feb 27, 2009",Slowhand Cinema,Comedy
The Stoning of Soraya M.,The Stoning of Soray,"Jun 26, 2009",Roadside Attractions,Drama
The Messenger,The Messenger,"Nov 13, 2009",Oscilloscope Pict…,Drama
2009 Oscar Shorts,2009 Oscar Shorts,"Feb 6, 2009",Shorts International,Multiple Genres
Let the Right One In,Let the Right One In,"Oct 24, 2008",Magnolia Pictures,Horror
Amreeka,Amreeka,"Sep 4, 2009",National Geograph…,
Everlasting Moments,Everlasting Moments,"Mar 6, 2009",IFC Films,
The Girl from Monaco,The Girl from Monaco,"Jul 3, 2009",Magnolia Pictures,Comedy
Flickan som lekte med elden,Flickan som lekte me,"Dec 25, 2009",,Thriller/Suspense
Role Models,Role Models,"Nov 7, 2008",Universal,Comedy
Lemon Tree,Lemon Tree,"Apr 17, 2009",IFC Films,
American Violet,American Violet,"Apr 17, 2009",Samuel Goldwyn Films,Drama
From Mexico with Love,From Mexico with Lov,"Oct 9, 2009",Roadside Attractions,Drama
Roving Mars,Roving Mars,"Jan 27, 2006",Walt Disney,Documentary
U2 3D,U2 3D,"Feb 15, 2008",National Geograph…,Concert/Perfor…
Shall We Kiss?,Shall We Kiss?,"Mar 27, 2009",Music Box Films,Romantic Comedy
Red Cliff,Red Cliff,"Nov 20, 2009",Magnolia Pictures,Action
"Pour toujours, les Canadiens","Pour toujours, les C","Nov 27, 2009",,
Tetro,Tetro,"Jun 11, 2009",American Zoetrope,Drama
The Polar Express,The Polar Express,"Nov 10, 2004",Warner Bros.,Adventure
The Maid,The Maid,"Oct 16, 2009",Elephant Eye Films,Drama
Little Ashes,Little Ashes,"May 8, 2009",Regent Releasing,Drama
The Baader Meinhof Complex,The Baader Meinhof C,"Aug 21, 2009",Vitagraph Films,Action
The Damned United,The Damned United,"Oct 9, 2009",Sony Pictures Cla…,Drama
The Limits of Control,The Limits of Contro,"May 1, 2009",Focus Features,Thriller/Suspense
Lymelife,Lymelife,"Apr 10, 2009",Screen Media Films,Drama
La Danse,La Danse,"Nov 4, 2009",Zipporah,Documentary
Humpday,Humpday,"Jul 10, 2009",Magnolia Pictures,Comedy
The Nightmare Before Christmas,The Nightmare Before,"Oct 13, 1993",Walt Disney,Musical
Antichrist,Antichrist,"Oct 23, 2009",IFC Films,Drama
Transylmania,Transylmania,"Dec 4, 2009",Full Circle Relea…,Black Comedy
Stone of Destiny,Stone of Destiny,"Feb 21, 2009",,
Vicky Cristina Barcelona,Vicky Cristina Barce,"Aug 15, 2008",MGM,Comedy
The Lovely Bones,The Lovely Bones,"Dec 11, 2009",Paramount Pictures,Drama
"Synecdoche, New York","Synecdoche, New York","Oct 24, 2008",Sony Pictures Cla…,Drama
Luck by Chance,Luck by Chance,"Jan 30, 2009",AdLab Films,Comedy
Dil Bole Hadippa!,Dil Bole Hadippa!,"Sep 18, 2009",Yash Raj Films,Romantic Comedy
Tokyo!,Tokyo!,"Mar 6, 2009",,Drama
Wanted,Wanted,"Sep 18, 2009",Eros Entertainment,Thriller/Suspense
"Merry Gentleman, The","Merry Gentleman, The","Mar 27, 2009",,Drama
Lorna's Silence,Lorna's Silence,"Jul 31, 2009",Sony Pictures Cla…,Drama
High School Musical 3: Seni…,High School Musical ,"Oct 24, 2008",Walt Disney,Musical
BLUE,BLUE,"Oct 16, 2009",Viva Entertainment,Action
Thirst,Thirst,"Jul 31, 2009",Focus Features,Horror
The Informers,The Informers,"Apr 24, 2009",Senator Entertain…,Thriller/Suspense
Unmistaken Child,Unmistaken Child,"Jun 3, 2009",Oscilloscope Pict…,
O'Horten,O'Horten,"May 22, 2009",Sony Pictures Cla…,Comedy
London Dreams,London Dreams,"Oct 30, 2009",Studio 18,Musical
Adoration,Adoration,"May 8, 2009",Sony Pictures Cla…,Drama
Revanche,Revanche,"May 1, 2009",Janus Films,Thriller/Suspense
A Woman in Berlin,A Woman in Berlin,"Jul 17, 2009",Strand Releasing,Drama
Outrage,Outrage,"May 8, 2009",Magnolia Pictures,Documentary
Noémie: Le secret,Noémie: Le secret,"Dec 11, 2009",,
Tokyo Sonata,Tokyo Sonata,"Mar 13, 2009",Regent Releasing,Drama
Tera Mera Ki Rishta,Tera Mera Ki Rishta,"Apr 10, 2009",Eros Entertainment,Drama
Grande ourse - La cle des p…,Grande ourse - La cl,"Mar 27, 2009",,
Le Bonheur de Pierre,Le Bonheur de Pierre,"Feb 27, 2009",,
The Private Lives of Pippa Lee,The Private Lives of,"Nov 27, 2009",Screen Media Films,Drama
What's Your Raashee?,What's Your Raashee?,"Sep 25, 2009",UTV Communications,Romantic Comedy
Blood: The Last Vampire,Blood: The Last Vamp,"Jul 10, 2009",Samuel Goldwyn Films,Action
The Secret Life of Bees,The Secret Life of B,"Oct 17, 2008",Fox Searchlight,Drama
Spread,Spread,"Aug 14, 2009",,Comedy
Larger than Life 3D: The Da…,Larger than Life 3D:,"Dec 11, 2009",,Concert/Perfor…
Black Dynamite,Black Dynamite,"Oct 16, 2009",Apparition,Action
Il Divo,Il Divo,"Apr 24, 2009",Music Box Films,Drama
Ghajini,Ghajini,"Dec 25, 2008",AdLab Films,Thriller/Suspense
Big Fan,Big Fan,"Aug 28, 2009",First Independent…,Comedy
(Untitled),(Untitled),"Oct 23, 2009",,
The Beaches of Agnès,The Beaches of Agnès,"Jul 1, 2009",Cinema Guild,Documentary
Big Gay Musical,Big Gay Musical,"Sep 11, 2009",Self Distributed,Musical
World's Greatest Dad,World's Greatest Dad,"Aug 21, 2009",Magnolia Pictures,Black Comedy
Do Knot Disturb,Do Knot Disturb,"Oct 2, 2009",Big Pictures,Comedy
Enlighten Up!,Enlighten Up!,"Sep 12, 2008",Balcony Releasing,Documentary
Soul Power,Soul Power,"Jul 10, 2009",Sony Pictures Cla…,Documentary
Harvard Beats Yale 29-29,Harvard Beats Yale 2,"Nov 19, 2008",Kino/Emerging,Documentary
Skin,Skin,"Oct 30, 2009",Elysian Films,
Frozen River,Frozen River,"Aug 1, 2008",Sony Pictures Cla…,Drama
Happy-Go-Lucky,Happy-Go-Lucky,"Oct 10, 2008",Miramax,Comedy
The Burning Plain,The Burning Plain,"Sep 18, 2009",Magnolia Pictures,Drama
