Movie,trunc,Release Date,Distributor,Genre
Elizabeth: The Golden Age,Elizabeth: The Golde,"Oct 12, 2007",Universal,Drama
Happily N'Ever After,Happily N'Ever After,"Jan 5, 2007",Lionsgate,Adventure
Catch and Release,Catch and Release,"Jan 26, 2007",Sony Pictures,Romantic Comedy
Alpha Dog,Alpha Dog,"Jan 12, 2007",Universal,Drama
Arthur and the Invisibles,Arthur and the Invis,"Dec 15, 2006",Weinstein Co.,Adventure
The Invasion,The Invasion,"Aug 17, 2007",Warner Bros.,Thriller/Suspense
Lions for Lambs,Lions for Lambs,"Nov 9, 2007",United Artists,Drama
The Nightmare Before Christmas,The Nightmare Before,"Oct 13, 1993",Walt Disney,Musical
Babel,Babel,"Oct 27, 2006",Paramount Vantage,Drama
Awake,Awake,"Nov 30, 2007",Weinstein Co.,Thriller/Suspense
The Last King of Scotland,The Last King of Sco,"Sep 27, 2006",Fox Searchlight,Drama
Hot Rod,Hot Rod,"Aug 3, 2007",Paramount Pictures,Comedy
Firehouse Dog,Firehouse Dog,"Apr 4, 2007",20th Century Fox,Comedy
Casino Royale,Casino Royale,"Nov 17, 2006",Sony Pictures,Action
The Namesake,The Namesake,"Mar 9, 2007",Fox Searchlight,Drama
Letters from Iwo Jima,Letters from Iwo Jim,"Dec 20, 2006",Warner Bros.,Drama
The Comebacks,The Comebacks,"Oct 19, 2007",20th Century Fox,Comedy
Daddy Day Camp,Daddy Day Camp,"Aug 8, 2007",Sony Pictures,Comedy
The Holiday,The Holiday,"Dec 8, 2006",Sony Pictures,Romantic Comedy
Shoot 'Em Up,Shoot 'Em Up,"Sep 7, 2007",New Line,Action
I Think I Love My Wife,I Think I Love My Wi,"Mar 16, 2007",Fox Searchlight,Romantic Comedy
Evening,Evening,"Jun 29, 2007",Focus Features,Drama
The Departed,The Departed,"Oct 6, 2006",Warner Bros.,Drama
Sydney White,Sydney White,"Sep 21, 2007",Universal,Romantic Comedy
Deep Sea 3-D,Deep Sea 3-D,"Mar 3, 2006",Warner Bros.,Documentary
The Darjeeling Limited,The Darjeeling Limit,"Sep 29, 2007",Fox Searchlight,Comedy
The Lives of Others,The Lives of Others,"Feb 9, 2007",Sony Pictures Cla…,Drama
In the Land of Women,In the Land of Women,"Apr 20, 2007",Warner Bros.,Comedy
The Astronaut Farmer,The Astronaut Farmer,"Feb 23, 2007",Warner Bros.,Drama
Dragon Wars,Dragon Wars,"Sep 14, 2007",Freestyle Releasing,Action
Primeval,Primeval,"Jan 12, 2007",Walt Disney,Horror
Pathfinder,Pathfinder,"Apr 13, 2007",20th Century Fox,Action
La Vie en Rose,La Vie en Rose,"Jun 8, 2007",Picturehouse,Drama
Bratz,Bratz,"Aug 3, 2007",Lionsgate,Comedy
Rendition,Rendition,"Oct 19, 2007",New Line,Thriller/Suspense
Death Sentence,Death Sentence,"Aug 31, 2007",20th Century Fox,Action
Once,Once,"May 16, 2007",Fox Searchlight,Drama
Black Snake Moan,Black Snake Moan,"Mar 2, 2007",Paramount Vantage,Drama
A Mighty Heart,A Mighty Heart,"Jun 22, 2007",Paramount Vantage,Drama
The Seeker: The Dark is Rising,The Seeker: The Dark,"Oct 5, 2007",20th Century Fox,Adventure
Death at a Funeral,Death at a Funeral,"Aug 17, 2007",MGM,Black Comedy
Apocalypto,Apocalypto,"Dec 8, 2006",Walt Disney,Action
Volver,Volver,"Nov 3, 2006",Sony Pictures Cla…,Comedy
Code Name: The Cleaner,Code Name: The Clean,"Jan 5, 2007",New Line,Comedy
Delta Farce,Delta Farce,"May 11, 2007",Lionsgate,Comedy
Bella,Bella,"Oct 26, 2007",Roadside Attractions,Drama
The Painted Veil,The Painted Veil,"Dec 20, 2006",Warner Independent,Drama
El Cantante,El Cantante,"Aug 1, 2007",Picturehouse,Drama
The Martian Child,The Martian Child,"Nov 2, 2007",New Line,Drama
The Condemned,The Condemned,"Apr 27, 2007",Lionsgate,Action
I Know Who Killed Me,I Know Who Killed Me,"Jul 27, 2007",Sony Pictures,Thriller/Suspense
The Hoax,The Hoax,"Apr 6, 2007",Walt Disney,Comedy
Pride,Pride,"Mar 23, 2007",Lionsgate,Drama
Bug,Bug,"May 25, 2007",Lionsgate,Horror
Redline,Redline,"Apr 13, 2007",Chicago Releasing,Action
In the Valley of Elah,In the Valley of Ela,"Sep 14, 2007",Warner Bros.,Drama
Before the Devil Knows You'…,Before the Devil Kno,"Oct 26, 2007",ThinkFilm,Drama
The Kite Runner,The Kite Runner,"Dec 14, 2007",Paramount Vantage,Drama
P2,P2,"Nov 9, 2007",Summit Entertainment,Horror
Sea Monsters: A Prehistoric…,Sea Monsters: A Preh,"Oct 5, 2007",National Geograph…,Documentary
The Last Legion,The Last Legion,"Aug 17, 2007",Weinstein/Dimension,Action
Feel the Noise,Feel the Noise,"Oct 5, 2007",Sony Pictures,Drama
Lars and the Real Girl,Lars and the Real Gi,"Oct 12, 2007",MGM,Comedy
Lucky You,Lucky You,"May 4, 2007",Warner Bros.,Drama
The Perfect Holiday,The Perfect Holiday,"Dec 12, 2007",Yari Film Group R…,Romantic Comedy
Who's Your Caddy?,Who's Your Caddy?,"Jul 27, 2007",MGM,Comedy
Aqua Teen Hunger Force Colo…,Aqua Teen Hunger For,"Apr 13, 2007",First Look,Black Comedy
Rescue Dawn,Rescue Dawn,"Jul 4, 2007",MGM,Action
Magnificent Desolation,Magnificent Desolati,"Sep 23, 2005",IMAX Films,Documentary
Black Christmas,Black Christmas,"Dec 25, 2006",MGM,Horror
Curse of the Golden Flower,Curse of the Golden ,"Dec 21, 2006",Sony Pictures Cla…,Action
"Paris, je t'aime","Paris, je t'aime","May 4, 2007",First Look,Drama
Love in the Time of Cholera,Love in the Time of ,"Nov 16, 2007",New Line,Drama
The Lookout,The Lookout,"Mar 30, 2007",Walt Disney,Drama
"Lust, Caution","Lust, Caution","Sep 28, 2007",Focus Features,Drama
Away From Her,Away From Her,"May 11, 2007",Lionsgate,Drama
Talk to Me,Talk to Me,"Aug 3, 2007",Focus Features,Drama
Kickin It Old Skool,Kickin It Old Skool,"Apr 27, 2007",Yari Film Group R…,Comedy
2 Days in Paris,2 Days in Paris,"Aug 10, 2007",Samuel Goldwyn Films,Comedy
Black Book,Black Book,"Apr 6, 2007",Sony Pictures Cla…,Thriller/Suspense
Wild Safari 3D,Wild Safari 3D,"Apr 8, 2005",nWave Pictures,Documentary
Ladron que roba a ladron,Ladron que roba a la,"Aug 31, 2007",Lionsgate,Action
The Assassination of Jesse …,The Assassination of,"Sep 21, 2007",Warner Bros.,Western
Nitro,Nitro,"Jun 30, 2007",Alliance Atlantis,Action
Sunshine,Sunshine,"Jul 27, 2007",Fox Searchlight,Thriller/Suspense
Om Shanti Om,Om Shanti Om,"Nov 9, 2007",Eros Entertainment,Drama
The Jane Austen Book Club,The Jane Austen Book,"Sep 21, 2007",Sony Pictures Cla…,Drama
Blood and Chocolate,Blood and Chocolate,"Jan 26, 2007",MGM,Horror
The Feast of Love,The Feast of Love,"Sep 28, 2007",MGM,Drama
The Ultimate Gift,The Ultimate Gift,"Mar 9, 2007",Film Foundry,Drama
I’m Not There,I’m Not There,"Nov 21, 2007",Weinstein Co.,Drama
Things We Lost in the Fire,Things We Lost in th,"Oct 19, 2007",Paramount Pictures,Drama
Venus,Venus,"Dec 21, 2006",Miramax,Drama
Resurrecting the Champ,Resurrecting the Cha,"Aug 24, 2007",Yari Film Group R…,Drama
The Ex,The Ex,"May 11, 2007",MGM,Romantic Comedy
Illegal Tender,Illegal Tender,"Aug 24, 2007",Universal,Thriller/Suspense
Little Children,Little Children,"Oct 6, 2006",New Line,Drama
Miss Potter,Miss Potter,"Dec 29, 2006",MGM,Drama
Gracie,Gracie,"Jun 1, 2007",Picturehouse,Drama
Flushed Away,Flushed Away,"Nov 3, 2006",Paramount Pictures,Adventure
Borat,Borat,"Nov 3, 2006",20th Century Fox,Comedy
"Ma Fille, Mon Ange","Ma Fille, Mon Ange","Feb 13, 2007",Alliance Atlantis,Thriller/Suspense
Captivity,Captivity,"Jul 13, 2007",Lionsgate,Horror
Roving Mars,Roving Mars,"Jan 27, 2006",Walt Disney,Documentary
The Polar Express,The Polar Express,"Nov 10, 2004",Warner Bros.,Adventure
Déjà Vu,Déjà Vu,"Nov 22, 2006",Walt Disney,Thriller/Suspense
You Kill Me,You Kill Me,"Jun 22, 2007",IFC Films,Black Comedy
The Valet,The Valet,"Apr 20, 2007",Sony Pictures Cla…,Comedy
The Host,The Host,"Mar 9, 2007",Magnolia Pictures,Action
Perfume: The Story of a Mur…,Perfume: The Story o,"Dec 27, 2006",Paramount Pictures,Drama
Guru,Guru,"Jan 12, 2007",AdLab Films,Drama
Santa vs. The Snowman,Santa vs. The Snowma,"Nov 6, 2002",IMAX Films,Adventure
Avenue Montaigne,Avenue Montaigne,"Feb 16, 2007",ThinkFilm,Comedy
The Savages,The Savages,"Nov 28, 2007",Fox Searchlight,Drama
Salaam-e-Ishq (A Tribute to…,Salaam-e-Ishq (A Tri,"Jan 25, 2007",Eros Entertainment,Romantic Comedy
The Wind That Shakes the Ba…,The Wind That Shakes,"Mar 16, 2007",IFC First Take,Drama
Peaceful Warrior,Peaceful Warrior,"Mar 30, 2007",Universal,Drama
Margot at the Wedding,Margot at the Weddin,"Nov 16, 2007",Paramount Vantage,Drama
Unaccompanied Minors,Unaccompanied Minors,"Dec 8, 2006",Warner Bros.,Comedy
Factory Girl,Factory Girl,"Dec 29, 2006",MGM,Drama
Year of the Dog,Year of the Dog,"Apr 13, 2007",Paramount Vantage,Drama
After the Wedding,After the Wedding,"Mar 30, 2007",IFC Films,Drama
Space Station,Space Station,"Apr 19, 2002",IMAX Films,Documentary
The Diving Bell and the But…,The Diving Bell and ,"Nov 30, 2007",Miramax,Drama
No End In Sight,No End In Sight,"Jul 27, 2007",Magnolia Pictures,Documentary
My Best Friend,My Best Friend,"Jul 13, 2007",IFC Films,Comedy
Hey Baby,Hey Baby,"Aug 24, 2007",Eros Entertainment,Comedy
Romeo et Juliette,Romeo et Juliette,"Dec 15, 2006",Alliance Atlantis,Drama
The Nativity Story,The Nativity Story,"Dec 1, 2006",New Line,Drama
Eklavya - The Royal Guard,Eklavya - The Royal ,"Feb 16, 2007",Eros Entertainment,Action
The Abandoned,The Abandoned,"Feb 23, 2007",Lionsgate/After Dark,Horror
Slow Burn,Slow Burn,"Apr 13, 2007",Lionsgate,Thriller/Suspense
Namastey London,Namastey London,"Mar 23, 2007",Eros Entertainment,Romantic Comedy
L'âge des ténèbres,L'âge des ténèbres,"Dec 7, 2007",,Comedy
Blade Runner,Blade Runner,"Jun 25, 1982",Warner Bros.,Thriller/Suspense
The Final Season,The Final Season,"Oct 12, 2007",Yari Film Group R…,Drama
In the Shadow of the Moon,In the Shadow of the,"Sep 7, 2007",ThinkFilm,Documentary
Chak De India,Chak De India,"Aug 10, 2007",Yash Raj Films,Drama
Taare Zameen Par,Taare Zameen Par,"Dec 21, 2007",UTV Communications,Drama
Silk,Silk,"Sep 14, 2007",Picturehouse,Drama
Bhool Bhulaiyaa,Bhool Bhulaiyaa,"Oct 12, 2007",Eros Entertainment,Comedy
September Dawn,September Dawn,"Aug 24, 2007",Black Diamond Pic…,Drama
The Golden Door,The Golden Door,"May 25, 2007",Miramax,Drama
Partner,Partner,"Jul 20, 2007",Eros Entertainment,Romantic Comedy
Ma Tante Aline,Ma Tante Aline,"Jul 20, 2007",Alliance Atlantis,Comedy
Skinwalkers,Skinwalkers,"Aug 10, 2007",Lionsgate/After Dark,Horror
Thr3e,Thr3e,"Jan 5, 2007",The Bigger Picture,Thriller/Suspense
Goya's Ghosts,Goya's Ghosts,"Jul 20, 2007",Samuel Goldwyn Films,Drama
Broken English,Broken English,"Jun 22, 2007",Magnolia Pictures,Romantic Comedy
The Ten Commandments,The Ten Commandments,"Oct 19, 2007",Rocky Mountain Pi…,Adventure
The Santa Clause 3: The Esc…,The Santa Clause 3: ,"Nov 3, 2006",Walt Disney,Adventure
Breaking and Entering,Breaking and Enterin,"Dec 15, 2006",Weinstein Co.,Drama
Provoked: A True Story,Provoked: A True Sto,"May 11, 2007",Eros Entertainment,Drama
The Orphanage,The Orphanage,"Dec 28, 2007",Picturehouse,Horror
The Brothers Solomon,The Brothers Solomon,"Sep 7, 2007",Sony Pictures,Comedy
Saawariya,Saawariya,"Nov 9, 2007",Sony Pictures,Drama
Paprika,Paprika,"May 25, 2007",Sony Pictures Cla…,Thriller/Suspense
The Bucket List,The Bucket List,"Dec 25, 2007",Warner Bros.,Comedy
The Hunting Party,The Hunting Party,"Sep 7, 2007",Weinstein Co.,Action
After Dark's Horrorfest 2007,After Dark's Horrorf,"Nov 9, 2007",Freestyle Releasing,Horror
Ta Ra Rum Pum,Ta Ra Rum Pum,"Apr 27, 2007",Yash Raj Films,Comedy
T-Rex: Back to the Cretaceous,T-Rex: Back to the C,"Oct 23, 1998",IMAX Films,Adventure
Inland Empire,Inland Empire,"Dec 6, 2006",518 Media,Drama
Sharkwater,Sharkwater,"Sep 28, 2007",Alliance Atlantis,Documentary
The Good German,The Good German,"Dec 22, 2006",Warner Bros.,Drama
Control,Control,"Oct 10, 2007",Weinstein Co.,Drama
Arctic Tale,Arctic Tale,"Jul 25, 2007",Paramount Vantage,Documentary
How to Cook Your Life,How to Cook Your Lif,"Oct 26, 2007",Roadside Attractions,Documentary
Sarah Landon and the Parano…,Sarah Landon and the,"Oct 19, 2007",Freestyle Releasing,Thriller/Suspense
Bugs!,Bugs!,"Mar 14, 2003",SK Films,Documentary
Into Great Silence,Into Great Silence,"Feb 28, 2007",Zeitgeist,Documentary
Sweet Land,Sweet Land,"Oct 13, 2006","Libero, LLC",Drama
The History Boys,The History Boys,"Nov 21, 2006",Fox Searchlight,Comedy
The Ten,The Ten,"Aug 3, 2007",ThinkFilm,Comedy
Rocket Science,Rocket Science,"Aug 10, 2007",Picturehouse,Comedy
11th Hour,11th Hour,"Aug 17, 2007",Warner Independent,Documentary
Jhoom Barabar Jhoom,Jhoom Barabar Jhoom,"Jun 15, 2007",Yash Raj Films,Comedy
Lady Chatterley,Lady Chatterley,"Jun 22, 2007",Kino International,Drama
Less Sugar,Less Sugar,"May 25, 2007",Eros Entertainment,Romantic Comedy
Journey of a Woman,Journey of a Woman,"Oct 12, 2007",Yash Raj Films,Drama
The King of Kong,The King of Kong,"Aug 17, 2007",Picturehouse,Documentary
The Work and the Glory III:…,The Work and the Glo,"Nov 22, 2006",Excel Entertainment,Drama
Molière,Molière,"Jul 27, 2007",Sony Pictures Cla…,Comedy
Journey from the Fall,Journey from the Fal,"Mar 23, 2007",Imaginasian,Drama
Haunted Castle,Haunted Castle,"Mar 2, 2001",nWave Pictures,Horror
The Prestige,The Prestige,"Oct 20, 2006",Walt Disney,Thriller/Suspense
The Italian,The Italian,"Jan 19, 2007",Sony Pictures Cla…,Drama
Starting Out in the Evening,Starting Out in the ,"Nov 23, 2007",Roadside Attractions,Drama
Romance and Cigarettes,Romance and Cigarett,"Sep 7, 2007",Borotoro,Comedy
U-Carmen e-Khayelitsha,U-Carmen e-Khayelits,"Mar 28, 2007",Koch Lorber Films,Musical
Aaja Nachle,Aaja Nachle,"Nov 30, 2007",Yash Raj Films,Musical
Joshua,Joshua,"Jul 6, 2007",Fox Searchlight,Thriller/Suspense
DOA: Dead or Alive,DOA: Dead or Alive,"Jun 15, 2007",Weinstein/Dimension,Action
Day Watch,Day Watch,"Jun 1, 2007",Fox Searchlight,Action
Brooklyn Rules,Brooklyn Rules,"May 11, 2007",Lionsgate,Drama
Wristcutters: A Love Story,Wristcutters: A Love,"Oct 19, 2007",Autonomous Films,Comedy
When the Road Bends: Tales …,When the Road Bends:,"Jun 15, 2007",Shadow,Documentary
There Will Be Blood,There Will Be Blood,"Dec 26, 2007",Paramount Vantage,Drama
Seraphim Falls,Seraphim Falls,"Jan 26, 2007",Samuel Goldwyn Films,Western
Interview,Interview,"Jul 13, 2007",Sony Pictures Cla…,Drama
Killer of Sheep,Killer of Sheep,"Mar 30, 2007",Milestone,Drama
Little Miss Sunshine,Little Miss Sunshine,"Jul 26, 2006",Fox Searchlight,Comedy
Jindabyne,Jindabyne,"Apr 27, 2007",Sony Pictures Cla…,Drama
Mafioso,Mafioso,"Jan 19, 2007",Rialto Pictures,Comedy
Manufactured Landscapes,Manufactured Landsca,"Jun 20, 2007",Zeitgeist,Documentary
The Last Sin Eater,The Last Sin Eater,"Feb 9, 2007",20th Century Fox,Drama
Introducing the Dwights,Introducing the Dwig,"Aug 3, 2007",Warner Independent,Drama
Deck the Halls,Deck the Halls,"Nov 22, 2006",20th Century Fox,Comedy
Sleuth,Sleuth,"Oct 12, 2007",Sony Pictures Cla…,Thriller/Suspense
2006 Academy Award Nominate…,2006 Academy Award N,"Feb 16, 2007",Magnolia Pictures,Multiple Genres
This is England,This is England,"Jul 25, 2007",IFC Films,Drama
Galapagos,Galapagos,"Oct 29, 1999",IMAX Films,Documentary
Days of Glory,Days of Glory,"Feb 16, 2007",Weinstein Co.,Drama
Persepolis,Persepolis,"Dec 25, 2007",Sony Pictures Cla…,Drama
Constellation,Constellation,"Feb 2, 2007",The Bigger Picture,Drama
Chalk,Chalk,"May 11, 2007",Arts Alliance Ame…,
God Grew Tired of Us: The S…,God Grew Tired of Us,"Jan 12, 2007",Newmarket Films,Documentary
Crazy Love,Crazy Love,"Jun 1, 2007",Magnolia Pictures,Documentary
