Movie,trunc,Release Date,Distributor,Genre
Eat Pray Love,Eat Pray Love,"Aug 13, 2010",Sony Pictures,Drama
Dear John,Dear John,"Feb 5, 2010",Sony Pictures,Drama
Unstoppable,Unstoppable,"Nov 12, 2010",20th Century Fox,Action
The A-Team,The A-Team,"Jun 11, 2010",20th Century Fox,Action
Knight and Day,Knight and Day,"Jun 23, 2010",20th Century Fox,Action
Dinner for Schmucks,Dinner for Schmucks,"Jul 30, 2010",Paramount Pictures,Comedy
Sherlock Holmes,Sherlock Holmes,"Dec 25, 2009",Warner Bros.,Adventure
The Bounty Hunter,The Bounty Hunter,"Mar 19, 2010",Sony Pictures,Romantic Comedy
Yogi Bear,Yogi Bear,"Dec 17, 2010",Warner Bros.,Adventure
Diary of a Wimpy Kid,Diary of a Wimpy Kid,"Mar 19, 2010",20th Century Fox,Comedy
Alvin and the Chipmunks: Th…,Alvin and the Chipmu,"Dec 23, 2009",20th Century Fox,Adventure
The Sorcerer's Apprentice,The Sorcerer's Appre,"Jul 14, 2010",Walt Disney,Adventure
A Nightmare on Elm Street,A Nightmare on Elm S,"Apr 30, 2010",Warner Bros.,Horror
The Last Song,The Last Song,"Mar 31, 2010",Walt Disney,Drama
The Wolf Man,The Wolf Man,"Feb 12, 2010",Universal,Horror
Get Him to the Greek,Get Him to the Greek,"Jun 4, 2010",Universal,Comedy
Resident Evil: Afterlife,Resident Evil: After,"Sep 10, 2010",Sony Pictures,Horror
Why Did I Get Married Too?,Why Did I Get Marrie,"Apr 2, 2010",Lionsgate,Drama
The Tooth Fairy,The Tooth Fairy,"Jan 22, 2010",20th Century Fox,Adventure
Secretariat,Secretariat,"Oct 8, 2010",Walt Disney,Drama
Easy A,Easy A,"Sep 17, 2010",Sony Pictures,Comedy
Takers,Takers,"Aug 27, 2010",Sony Pictures,Thriller/Suspense
Legend of the Guardians: Th…,Legend of the Guardi,"Sep 24, 2010",,Adventure
The Tourist,The Tourist,"Dec 10, 2010",Sony Pictures,Thriller/Suspense
It’s Complicated,It’s Complicated,"Dec 25, 2009",Universal,Romantic Comedy
Letters to Juliet,Letters to Juliet,"May 14, 2010",Summit Entertainment,Drama
Life as We Know It,Life as We Know It,"Oct 8, 2010",Warner Bros.,Romantic Comedy
Wall Street 2: Money Never …,Wall Street 2: Money,"Sep 24, 2010",20th Century Fox,Drama
Predators,Predators,"Jul 9, 2010",20th Century Fox,Action
Hot Tub Time Machine,Hot Tub Time Machine,"Mar 26, 2010",MGM,Comedy
Kick-Ass,Kick-Ass,"Apr 16, 2010",Lionsgate,Black Comedy
Black Swan,Black Swan,"Dec 3, 2010",Fox Searchlight,Thriller/Suspense
The Blind Side,The Blind Side,"Nov 20, 2009",Warner Bros.,Drama
Killers,Killers,"Jun 4, 2010",Lionsgate,Action
The Fighter,The Fighter,"Dec 10, 2010",Paramount Pictures,Drama
Saw 3D,Saw 3D,"Oct 29, 2010",Lionsgate,Horror
Cop Out,Cop Out,"Feb 26, 2010",Warner Bros.,Comedy
The Lovely Bones,The Lovely Bones,"Dec 11, 2009",Paramount Pictures,Drama
Cats & Dogs: The Revenge of…,Cats & Dogs: The Rev,"Jul 30, 2010",Warner Bros.,Adventure
Edge of Darkness,Edge of Darkness,"Jan 29, 2010",Warner Bros.,Thriller/Suspense
Death at a Funeral,Death at a Funeral,"Apr 16, 2010",Sony Pictures,Black Comedy
Step Up 3D,Step Up 3D,"Aug 6, 2010",Walt Disney,Drama
The Last Exorcism,The Last Exorcism,"Aug 27, 2010",Lionsgate,Horror
Legion,Legion,"Jan 22, 2010",Sony Pictures,Horror
Up in the Air,Up in the Air,"Dec 4, 2009",Paramount Pictures,Drama
The Crazies,The Crazies,"Feb 26, 2010",Overture Films,Horror
Crazy Heart,Crazy Heart,"Dec 16, 2009",Fox Searchlight,Drama
Burlesque,Burlesque,"Nov 24, 2010",Sony Pictures,Musical
For Colored Girls,For Colored Girls,"Nov 5, 2010",Lionsgate,Drama
The Back-up Plan,The Back-up Plan,"Apr 23, 2010",CBS Films,Romantic Comedy
Vampires Suck,Vampires Suck,"Aug 18, 2010",20th Century Fox,Comedy
The American,The American,"Sep 1, 2010",Focus Features,Thriller/Suspense
Green Zone,Green Zone,"Mar 12, 2010",Universal,Drama
Devil,Devil,"Sep 17, 2010",Universal,Horror
Marmaduke,Marmaduke,"Jun 4, 2010",20th Century Fox,Comedy
Hereafter,Hereafter,"Oct 22, 2010",Warner Bros.,Drama
When in Rome,When in Rome,"Jan 29, 2010",Walt Disney,Romantic Comedy
She's Out of My League,She's Out of My Leag,"Mar 12, 2010",Paramount Pictures,Romantic Comedy
Scott Pilgrim vs. The World,Scott Pilgrim vs. Th,"Aug 13, 2010",Universal,Comedy
Love and Other Drugs,Love and Other Drugs,"Nov 24, 2010",20th Century Fox,Drama
Charlie St. Cloud,Charlie St. Cloud,"Jul 30, 2010",Universal,Drama
Morning Glory,Morning Glory,"Nov 10, 2010",Paramount Pictures,Comedy
Daybreakers,Daybreakers,"Jan 8, 2010",Lionsgate,Horror
Nanny McPhee Returns,Nanny McPhee Returns,"Aug 20, 2010",Universal,Adventure
The Switch,The Switch,"Aug 20, 2010",Miramax,Romantic Comedy
Gulliver’s Travels,Gulliver’s Travels,"Dec 25, 2010",20th Century Fox,Adventure
Brooklyn’s Finest,Brooklyn’s Finest,"Mar 5, 2010",Overture Films,Thriller/Suspense
Machete,Machete,"Sep 3, 2010",20th Century Fox,Action
Ramona and Beezus,Ramona and Beezus,"Jul 23, 2010",20th Century Fox,Comedy
Leap Year,Leap Year,"Jan 8, 2010",Universal,Romantic Comedy
You Again,You Again,"Sep 24, 2010",Walt Disney,Comedy
Alpha and Omega 3D,Alpha and Omega 3D,"Sep 17, 2010",Lionsgate,Adventure
How Do You Know?,How Do You Know?,"Dec 17, 2010",Sony Pictures,Romantic Comedy
Piranha 3D,Piranha 3D,"Aug 20, 2010",Weinstein/Dimension,Horror
Lottery Ticket,Lottery Ticket,"Aug 20, 2010",Warner Bros.,Comedy
The Spy Next Door,The Spy Next Door,"Jan 15, 2010",Lionsgate,Comedy
From Paris With Love,From Paris With Love,"Feb 5, 2010",Lionsgate,Thriller/Suspense
The Losers,The Losers,"Apr 23, 2010",Warner Bros.,Action
The King’s Speech,The King’s Speech,"Nov 26, 2010",Weinstein Co.,Drama
Faster,Faster,"Nov 24, 2010",CBS Films,Action
Just Wright,Just Wright,"May 14, 2010",Fox Searchlight,Romantic Comedy
Skyline,Skyline,"Nov 12, 2010",Universal,Thriller/Suspense
The Next Three Days,The Next Three Days,"Nov 19, 2010",Lionsgate,Thriller/Suspense
The Kids Are All Right,The Kids Are All Rig,"Jul 9, 2010",Focus Features,Comedy
Our Family Wedding,Our Family Wedding,"Mar 12, 2010",Fox Searchlight,Comedy
Hubble 3D,Hubble 3D,"Mar 19, 2010",Warner Bros.,Documentary
Oceans,Oceans,"Apr 22, 2010",Walt Disney,Documentary
Remember Me,Remember Me,"Mar 12, 2010",Summit Entertainment,Drama
The Princess and the Frog,The Princess and the,"Dec 11, 2009",Walt Disney,Adventure
Going the Distance,Going the Distance,"Sep 3, 2010",Warner Bros.,Romantic Comedy
Furry Vengeance,Furry Vengeance,"Apr 30, 2010",Summit Entertainment,Comedy
Splice,Splice,"Jun 4, 2010",Warner Bros.,Horror
The Ghost Writer,The Ghost Writer,"Feb 19, 2010",Summit Entertainment,Thriller/Suspense
Youth in Revolt,Youth in Revolt,"Jan 8, 2010",Weinstein/Dimension,Comedy
My Soul to Take,My Soul to Take,"Oct 8, 2010",Universal,Horror
Repo Men,Repo Men,"Mar 19, 2010",Universal,Action
Case 39,Case 39,"Oct 1, 2010",Paramount Vantage,Horror
Extraordinary Measures,Extraordinary Measur,"Jan 22, 2010",CBS Films,Drama
Let Me In,Let Me In,"Oct 1, 2010",Overture Films,Horror
Millénium - Le Film,Millénium - Le Film,"May 29, 2009",Music Box Films,Thriller/Suspense
Jonah Hex,Jonah Hex,"Jun 18, 2010",Warner Bros.,Action
127 Hours,127 Hours,"Nov 5, 2010",Fox Searchlight,Drama
Fair*Game,Fair*Game,"Nov 5, 2010",Summit Entertainment,Drama
Get Low,Get Low,"Jul 30, 2010",Sony Pictures Cla…,Drama
The Twilight Saga: New Moon,The Twilight Saga: N,"Nov 20, 2009",Summit Entertainment,Drama
The Young Victoria,The Young Victoria,"Dec 18, 2009",Apparition,Drama
MacGruber,MacGruber,"May 21, 2010",Universal,Comedy
Flickan som lekte med elden,Flickan som lekte me,"Dec 25, 2009",Music Box Films,Thriller/Suspense
Cyrus,Cyrus,"Jun 18, 2010",Fox Searchlight,Comedy
A Single Man,A Single Man,"Dec 11, 2009",Weinstein Co.,Drama
Babies,Babies,"May 7, 2010",Focus Features,Documentary
Invictus,Invictus,"Dec 11, 2009",Warner Bros.,Drama
Conviction,Conviction,"Oct 15, 2010",Fox Searchlight,Drama
City Island,City Island,"Mar 19, 2010",Anchor Bay Entert…,Comedy
The Imaginarium of Doctor P…,The Imaginarium of D,"Dec 25, 2009",Sony Pictures Cla…,Adventure
The Last Station,The Last Station,"Jan 15, 2010",Sony Pictures Cla…,Drama
Waiting for Superman,Waiting for Superman,"Sep 24, 2010",Paramount Vantage,Documentary
The Secret in Their Eyes,The Secret in Their ,"Apr 16, 2010",Sony Pictures Cla…,Drama
It's Kind of a Funny Story,It's Kind of a Funny,"Oct 8, 2010",Focus Features,Comedy
Winter's Bone,Winter's Bone,"Jun 11, 2010",Roadside Attractions,Drama
Nine,Nine,"Dec 25, 2009",Weinstein Co.,Musical
Under the Sea 3D,Under the Sea 3D,"Feb 13, 2009",Warner Bros.,Documentary
The Warrior's Way,The Warrior's Way,"Dec 3, 2010",Relativity,Western
Orlando,Orlando,"Jan 1, 1992",,Drama
Millénium 3 - La reine du p…,Millénium 3 - La rei,"Apr 30, 2010",Music Box Films,Thriller/Suspense
I am Love,I am Love,"Jun 18, 2010",Magnolia Pictures,Drama
The Wildest Dream,The Wildest Dream,"Apr 30, 2010",National Geograph…,Documentary
Mao's Last Dancer,Mao's Last Dancer,"Aug 20, 2010",Samuel Goldwyn Films,Drama
An Education,An Education,"Oct 9, 2009",Sony Pictures Cla…,Drama
Solitary Man,Solitary Man,"May 21, 2010",Anchor Bay Entert…,Drama
The Hurt Locker,The Hurt Locker,"Jun 26, 2009",Summit Entertainment,Drama
Did You Hear About the Morg…,Did You Hear About t,"Dec 18, 2009",Sony Pictures,Romantic Comedy
Greenberg,Greenberg,"Mar 19, 2010",Focus Features,Romantic Comedy
My Name is Khan,My Name is Khan,"Feb 12, 2010",Fox Searchlight,Drama
Please Give,Please Give,"Apr 30, 2010",Sony Pictures Cla…,Black Comedy
Precious (Based on the Nove…,Precious (Based on t,"Nov 6, 2009",Lionsgate,Drama
To Save a Life,To Save a Life,"Jan 22, 2010",Samuel Goldwyn Films,Drama
The Runaways,The Runaways,"Mar 19, 2010",Apparition,Drama
Inside Job,Inside Job,"Oct 8, 2010",Sony Pictures Cla…,Documentary
Exit Through the Gift Shop,Exit Through the Gif,"Apr 16, 2010",Producers Distrib…,Documentary
Catfish,Catfish,"Sep 17, 2010",Universal,Documentary
You Will Meet a Tall Dark S…,You Will Meet a Tall,"Sep 22, 2010",Sony Pictures Cla…,Drama
Chloe,Chloe,"Mar 26, 2010",Sony Pictures Cla…,Thriller/Suspense
Broken Embraces,Broken Embraces,"Nov 20, 2009",Sony Pictures Cla…,Thriller/Suspense
Joan Rivers: A Piece of Work,Joan Rivers: A Piece,"Jun 11, 2010",IFC Films,Documentary
Letters to God,Letters to God,"Apr 9, 2010",Vivendi Entertain…,Drama
2012,2012,"Nov 13, 2009",Sony Pictures,Adventure
Planet 51,Planet 51,"Nov 20, 2009",Sony Pictures,Adventure
N-Secure,N-Secure,"Oct 15, 2010",Freestyle Releasing,Thriller/Suspense
Magnificent Desolation,Magnificent Desolati,"Sep 23, 2005",IMAX Films,Documentary
Never Let Me Go,Never Let Me Go,"Sep 15, 2010",Fox Searchlight,Drama
The Twilight Saga: Twilight…,The Twilight Saga: T,"Jun 29, 2010",Summit Entertainment,
Robot,Robot,"Oct 1, 2010",B4U Movies,Action
Old Dogs,Old Dogs,"Nov 25, 2009",Walt Disney,Comedy
The White Ribbon,The White Ribbon,"Dec 30, 2009",Sony Pictures Cla…,Drama
A Prophet,A Prophet,"Feb 26, 2010",Sony Pictures Cla…,Drama
U2 3D,U2 3D,"Feb 15, 2008",National Geograph…,Concert/Perfor…
Space Station,Space Station,"Apr 19, 2002",IMAX Films,Documentary
Fantastic Mr. Fox,Fantastic Mr. Fox,"Nov 13, 2009",20th Century Fox,Comedy
Harry Brown,Harry Brown,"Apr 30, 2010",Samuel Goldwyn Films,Thriller/Suspense
Stone,Stone,"Oct 8, 2010",Overture Films,Drama
3 Idiots,3 Idiots,"Dec 23, 2009",Big Pictures,Comedy
Flipped,Flipped,"Aug 6, 2010",Warner Bros.,Romantic Comedy
Coco Chanel and Igor Stravi…,Coco Chanel and Igor,"Jun 11, 2010",Sony Pictures Cla…,Drama
Kites,Kites,"May 21, 2010",Big Pictures,Thriller/Suspense
Cairo Time,Cairo Time,"Aug 6, 2010",IFC Films,Drama
Rajneeti,Rajneeti,"Jun 4, 2010",UTV Communications,Thriller/Suspense
The Joneses,The Joneses,"Apr 16, 2010",Roadside Attractions,
Nowhere Boy,Nowhere Boy,"Oct 8, 2010",Weinstein Co.,Drama
Deep Sea 3-D,Deep Sea 3-D,"Mar 3, 2006",Warner Bros.,Documentary
Restrepo,Restrepo,"Jun 25, 2010",National Geograph…,Documentary
Dabangg,Dabangg,"Sep 10, 2010",Eros Entertainment,Action
Micmacs,Micmacs,"May 28, 2010",Sony Pictures Cla…,Comedy
The Road,The Road,"Nov 25, 2009",Weinstein Co.,Drama
Housefull,Housefull,"Apr 30, 2010",Eros Entertainment,Romantic Comedy
Golmaal 3,Golmaal 3,"Nov 5, 2010",Eros Entertainment,Comedy
Brothers,Brothers,"Dec 4, 2009",Lionsgate,Drama
I Love You Phillip Morris,I Love You Phillip M,"Dec 3, 2010",Roadside Attractions,Comedy
Mother and Child,Mother and Child,"May 7, 2010",Sony Pictures Cla…,Drama
The Perfect Game,The Perfect Game,"Apr 16, 2010",Slowhand Cinema,Drama
La Mission,La Mission,"Apr 9, 2010",Screen Media Films,Drama
Buried,Buried,"Sep 24, 2010",Lionsgate,Thriller/Suspense
Tees Maar Khan,Tees Maar Khan,"Dec 22, 2010",UTV Communications,Comedy
Guzaarish,Guzaarish,"Nov 19, 2010",UTV Communications,Drama
2010 Oscar Shorts,2010 Oscar Shorts,"Feb 19, 2010",Shorts International,Multiple Genres
Animal Kingdom,Animal Kingdom,"Aug 13, 2010",Sony Pictures Cla…,Drama
7 Days,7 Days,"Feb 5, 2010",,Drama
Princess Kaiulani,Princess Kaiulani,"May 14, 2010",Roadside Attractions,Drama
Anjaana Anjaani,Anjaana Anjaani,"Oct 1, 2010",Eros Entertainment,Romantic Comedy
I Hate Luv Storys,I Hate Luv Storys,"Jul 2, 2010",UTV Communications,Romantic Comedy
The Tillman Story,The Tillman Story,"Aug 20, 2010",Weinstein Co.,Documentary
Sea Monsters: A Prehistoric…,Sea Monsters: A Preh,"Oct 5, 2007",National Geograph…,Documentary
L'enfant prodige,L'enfant prodige,"May 28, 2010",,Drama
What If...,What If...,"Aug 20, 2010",Five & Two Pictures,Drama
Peepli Live,Peepli Live,"Aug 13, 2010",UTV Communications,Drama
Middle Men,Middle Men,"Aug 6, 2010",Paramount Vantage,Comedy
North Face,North Face,"Jan 29, 2010",Music Box Films,Drama
Raavan,Raavan,"Jun 18, 2010",Big Pictures,Action
Couples Retreat,Couples Retreat,"Oct 9, 2009",Universal,Romantic Comedy
The Secret of Kells,The Secret of Kells,"Mar 5, 2010",GKIDS,Adventure
Mid-August Lunch,Mid-August Lunch,"Mar 17, 2010",Zeitgeist,Comedy
The Polar Express,The Polar Express,"Nov 10, 2004",Warner Bros.,Adventure
Where the Wild Things Are,Where the Wild Thing,"Oct 16, 2009",Warner Bros.,Adventure
The Concert,The Concert,"Jul 30, 2010",Weinstein Co.,Drama
We Are Family,We Are Family,"Sep 3, 2010",UTV Communications,Drama
The Virginity Hit,The Virginity Hit,"Sep 24, 2010",Sony Pictures,Comedy
Ninja Assassin,Ninja Assassin,"Nov 25, 2009",Warner Bros.,Action
Ajami,Ajami,"Feb 3, 2010",Kino International,Drama
Agora,Agora,"May 28, 2010",Newmarket Films,Drama
Vincere,Vincere,"Mar 19, 2010",IFC Films,Drama
Racing Dreams,Racing Dreams,"May 21, 2010",Hannover House,Documentary
Cloudy with a Chance of Mea…,Cloudy with a Chance,"Sep 18, 2009",Sony Pictures,Adventure
Howl,Howl,"Sep 24, 2010",Oscilloscope Pict…,Drama
Elvis on Tour: 75th Anniver…,Elvis on Tour: 75th ,"Jul 29, 2010",Warner Bros.,Concert/Perfor…
Mother,Mother,"Mar 12, 2010",Magnolia Pictures,Drama
Ondine,Ondine,"Jun 4, 2010",Magnolia Pictures,Drama
The Art of the Steal,The Art of the Steal,"Feb 26, 2010",IFC Films,Documentary
Jack Goes Boating,Jack Goes Boating,"Sep 17, 2010",Overture Films,Comedy
Khatta Meetha,Khatta Meetha,"Jul 23, 2010",Eros Entertainment,Comedy
Mesrine: Killer Instinct,Mesrine: Killer Inst,"Aug 27, 2010",Music Box Films,Drama
Standing Ovation,Standing Ovation,"Jul 16, 2010",Rocky Mountain Pi…,Musical
Mademoiselle Chambon,Mademoiselle Chambon,"May 28, 2010",Lorber Films,
Veer,Veer,"Jan 22, 2010",Eros Entertainment,Action
Tamara Drewe,Tamara Drewe,"Oct 8, 2010",Sony Pictures Cla…,Comedy
Preacher's Kid,Preacher's Kid,"Jan 29, 2010",Gener8xion Entert…,Drama
Heartbeats,Heartbeats,"Jun 11, 2010",,Drama
Heartbreaker,Heartbreaker,"Sep 10, 2010",IFC Films,Romantic Comedy
The Salvation Poem,The Salvation Poem,"Oct 15, 2010",CanZion Films,
The City of Your Final Dest…,The City of Your Fin,"Apr 16, 2010",Hyde Park Films,Drama
Made in Dagenham,Made in Dagenham,"Nov 19, 2010",Sony Pictures Cla…,Drama
Phish 3D,Phish 3D,"Apr 16, 2010",Cinedigm,Concert/Perfor…
Dolphins and Whales Tribes …,Dolphins and Whales ,"Feb 15, 2008",3D Entertainment,Documentary
Gunless,Gunless,"Apr 30, 2010",,Western
The Messenger,The Messenger,"Nov 13, 2009",Oscilloscope Pict…,Drama
The Most Dangerous Man in A…,The Most Dangerous M,"Jan 29, 2010",First Run Features,Documentary
The Extra Man,The Extra Man,"Jul 30, 2010",Magnolia Pictures,Comedy
The Trotsky,The Trotsky,"May 14, 2010",,Comedy
Rabbit Hole,Rabbit Hole,"Dec 17, 2010",Lionsgate,Drama
I Want Your Money,I Want Your Money,"Oct 15, 2010",Freestyle Releasing,Documentary
Somewhere,Somewhere,"Dec 22, 2010",Focus Features,Drama
Law Abiding Citizen,Law Abiding Citizen,"Oct 16, 2009",Overture Films,Thriller/Suspense
Break Ke Baad,Break Ke Baad,"Nov 24, 2010",Reliance Big Pict…,Drama
Disney’s A Christmas Carol,Disney’s A Christmas,"Nov 6, 2009",Walt Disney,Drama
Action Replayy,Action Replayy,"Nov 5, 2010",Viva Entertainment,Drama
The Men Who Stare at Goats,The Men Who Stare at,"Nov 6, 2009",Overture Films,Black Comedy
I’m Still Here,I’m Still Here,"Sep 10, 2010",Magnolia Pictures,Documentary
The Square,The Square,"Apr 9, 2010",Apparition,Thriller/Suspense
Wild Grass,Wild Grass,"Jun 25, 2010",Sony Pictures Cla…,Thriller/Suspense
L’affaire Farewell,L’affaire Farewell,"Jan 29, 2010",NeoClassics Films,Thriller/Suspense
Fish Tank,Fish Tank,"Jan 15, 2010",IFC Films,Drama
Lebanon,Lebanon,"Aug 6, 2010",Sony Pictures Cla…,Drama
Grease,Grease,"Mar 27, 1998",Paramount Pictures,Musical
Breathless,Breathless,"Apr 21, 2000",Rialto Pictures,Drama
Like Dandelion Dust,Like Dandelion Dust,"Sep 24, 2010",Self Distributed,Drama
Arthur and the War of Two W…,Arthur and the War o,,,Adventure
Creation,Creation,"Jan 22, 2010",Newmarket Films,Drama
Enter the Void,Enter the Void,"Sep 24, 2010",IFC Films,Drama
All Good Things,All Good Things,"Dec 3, 2010",Magnolia Pictures,Drama
A Film Unfinished,A Film Unfinished,"Aug 18, 2010",Oscilloscope Pict…,Documentary
Vision,Vision,"Oct 13, 2010",Zeitgeist,Drama
The Yellow Handkerchief,The Yellow Handkerch,"Feb 26, 2010",Samuel Goldwyn Films,Drama
Today's Special,Today's Special,"Nov 19, 2010",Reliance Big Pict…,Comedy
The Boondock Saints 2: All …,The Boondock Saints ,"Oct 30, 2009",Apparition,Action
Holy Rollers,Holy Rollers,"May 21, 2010",First Independent…,Drama
Once Upon a Time in Mumbai,Once Upon a Time in ,"Jul 30, 2010",Viva Entertainment,Action
Aisha,Aisha,"Aug 6, 2010",Viva Entertainment,Romantic Comedy
The Little Traitor,The Little Traitor,"Oct 16, 2009",Westchester Films,Drama
Blue Valentine,Blue Valentine,"Dec 29, 2010",Weinstein Co.,Drama
Last Train Home,Last Train Home,"Sep 3, 2010",Zeitgeist,Documentary
Tiny Furniture,Tiny Furniture,"Nov 12, 2010",IFC Films,Comedy
Karthik Calling karthik,Karthik Calling kart,"Feb 26, 2010",Eros Entertainment,Thriller/Suspense
No Problem,No Problem,"Dec 10, 2010",Eros Entertainment,Comedy
Life During Wartime,Life During Wartime,"Jul 23, 2010",IFC Films,Black Comedy
Soul Kitchen,Soul Kitchen,"Aug 20, 2010",IFC Films,
Countdown to Zero,Countdown to Zero,"Jul 23, 2010",Magnolia Pictures,Documentary
Bad Lieutenant: Port of Cal…,Bad Lieutenant: Port,"Nov 20, 2009",First Look,Drama
Breath Made Visible,Breath Made Visible,"Apr 2, 2010",Argot Pictures,Documentary
Kings of Pastry,Kings of Pastry,"Sep 15, 2010",First Run Features,Documentary
Mesrine: Public Enemy No. 1,Mesrine: Public Enem,"Sep 3, 2010",Music Box Films,Comedy
Jean-Michel Basquiat: The R…,Jean-Michel Basquiat,"Jul 21, 2010",Arthouse Films,Documentary
Le baiser du barbu,Le baiser du barbu,"Jun 18, 2010",,Comedy
Me and Orson Welles,Me and Orson Welles,"Nov 25, 2009",Freestyle Releasing,Drama
White Material,White Material,"Nov 19, 2010",IFC Films,Drama
Frozen,Frozen,"Feb 5, 2010",Anchor Bay Entert…,Horror
When You're Strange: A Film…,When You're Strange:,"Apr 9, 2010",Abramorama Films,Documentary
Four Lions,Four Lions,"Nov 5, 2010",Drafthouse Films,Black Comedy
Monsters,Monsters,"Oct 29, 2010",Magnet Pictures,Drama
Atithi Tum Kab Jaoge?,Atithi Tum Kab Jaoge,"Mar 5, 2010",Viva Entertainment,Comedy
The Exorcist,The Exorcist,"Dec 26, 1973",Warner Bros.,Horror
Casino Jack,Casino Jack,"Dec 17, 2010",Samuel Goldwyn Films,Thriller/Suspense
That Evening Sun,That Evening Sun,"Nov 6, 2009",Freestyle Releasing,Drama
The Tempest,The Tempest,"Dec 10, 2010",Miramax,Drama
Formosa Betrayed,Formosa Betrayed,"Feb 26, 2010",Screen Media Films,
The Killer Inside Me,The Killer Inside Me,"Jun 18, 2010",IFC Films,Drama
Rare Exports: A Christmas Tale,Rare Exports: A Chri,"Dec 3, 2010",Oscilloscope Pict…,Comedy
La Soga,La Soga,"Aug 13, 2010",7-57 Releasing,Thriller/Suspense
The Girl on the Train,The Girl on the Trai,"Jan 22, 2010",Strand Releasing,Drama
Sweetgrass,Sweetgrass,"Jan 6, 2010",Cinema Guild,Documentary
Chain Letter,Chain Letter,"Oct 1, 2010",New Films Cinema,Horror
Little Nicolas,Little Nicolas,"Feb 19, 2010",,Comedy
Women Without Men,Women Without Men,"Apr 9, 2010",,
Legendary,Legendary,"Sep 10, 2010",Samuel Goldwyn Films,Drama
South of the Border,South of the Border,"Jun 25, 2010",Cinema Libre,Documentary
The Nutcracker in 3D,The Nutcracker in 3D,"Nov 24, 2010",Freestyle Releasing,Musical
Iron Man,Iron Man,"May 2, 2008",Paramount Pictures,Adventure
"A Woman, a Gun and a Noodle…","A Woman, a Gun and a","Sep 3, 2010",Sony Pictures Cla…,Drama
The Secrets of Jonathan Sperry,The Secrets of Jonat,"Sep 18, 2009",Five & Two Pictures,Drama
Twelve,Twelve,"Aug 6, 2010",Hannover House,Thriller/Suspense
If You Are the One 2,If You Are the One 2,"Dec 24, 2010",China Lion Film D…,Romantic Comedy
The Human Centipede,The Human Centipede,"Apr 30, 2010",IFC Films,Horror
Winnebago Man,Winnebago Man,"Jul 9, 2010",Kino International,Documentary
Casino Jack and the United …,Casino Jack and the ,"May 7, 2010",Magnolia Pictures,Documentary
