Movie,trunc,Release Date,Distributor,Genre
The First Purge,The First Purge,"Jul 4, 2018",Universal,Horror
Game Night,Game Night,"Feb 23, 2018",Warner Bros.,Comedy
Book Club,Book Club,"May 18, 2018",Paramount Pictures,Romantic Comedy
The House with a Clock in i…,The House with a Clo,"Sep 21, 2018",Universal,Comedy
Skyscraper,Skyscraper,"Jul 13, 2018",Universal,Action
Insidious: The Last Key,Insidious: The Last ,"Jan 5, 2018",Universal,Horror
Instant Family,Instant Family,"Nov 16, 2018",Paramount Pictures,Comedy
The Mule,The Mule,"Dec 14, 2018",Warner Bros.,Drama
Blockers,Blockers,"Apr 6, 2018",Universal,Comedy
Pacific Rim: Uprising,Pacific Rim: Uprisin,"Mar 23, 2018",Universal,Action
Tomb Raider,Tomb Raider,"Mar 16, 2018",Warner Bros.,Action
Maze Runner: The Death Cure,Maze Runner: The Dea,"Jan 26, 2018",20th Century Fox,Action
The Nutcracker and the Four…,The Nutcracker and t,"Nov 2, 2018",Walt Disney,Adventure
Tag,Tag,"Jun 15, 2018",Warner Bros.,Comedy
A Simple Favor,A Simple Favor,"Sep 14, 2018",Lionsgate,Thriller/Suspense
Life of the Party,Life of the Party,"May 11, 2018",Warner Bros.,Comedy
The Predator,The Predator,"Sep 14, 2018",20th Century Fox,Action
Overboard,Overboard,"May 4, 2018",Lionsgate,Romantic Comedy
Sicario: Day of the Soldado,Sicario: Day of the ,"Jun 29, 2018",Sony Pictures,Action
I Feel Pretty,I Feel Pretty,"Apr 20, 2018",STX Entertainment,Comedy
BlacKkKlansman,BlacKkKlansman,"Aug 10, 2018",Focus Features,Black Comedy
The Shape of Water,The Shape of Water,"Dec 1, 2017",Fox Searchlight,Drama
Red Sparrow,Red Sparrow,"Mar 2, 2018",20th Century Fox,Thriller/Suspense
Breaking In,Breaking In,"May 11, 2018",Universal,Thriller/Suspense
Goosebumps 2: Haunted Hallo…,Goosebumps 2: Haunte,"Oct 12, 2018",Sony Pictures,Horror
12 Strong,12 Strong,"Jan 19, 2018",Warner Bros.,Drama
Den of Thieves,Den of Thieves,"Jan 19, 2018",STX Entertainment,Action
First Man,First Man,"Oct 12, 2018",Universal,Drama
Hereditary,Hereditary,"Jun 8, 2018",A24,Horror
Acrimony,Acrimony,"Mar 30, 2018",Lionsgate,Thriller/Suspense
Sherlock Gnomes,Sherlock Gnomes,"Mar 23, 2018",Paramount Pictures,Adventure
Uncle Drew,Uncle Drew,"Jun 29, 2018",Lionsgate,Comedy
Widows,Widows,"Nov 16, 2018",20th Century Fox,Thriller/Suspense
Pitch Perfect 3,Pitch Perfect 3,"Dec 22, 2017",Universal,Comedy
Truth or Dare,Truth or Dare,"Apr 13, 2018",Universal,Thriller/Suspense
Paddington 2,Paddington 2,"Jan 12, 2018",Warner Bros.,Adventure
"Love, Simon","Love, Simon","Mar 16, 2018",20th Century Fox,Drama
Darkest Hour,Darkest Hour,"Nov 22, 2017",Focus Features,Drama
The Commuter,The Commuter,"Jan 12, 2018",Lionsgate,Action
The 15:17 to Paris,The 15:17 to Paris,"Feb 9, 2018",Warner Bros.,Drama
Mile 22,Mile 22,"Aug 17, 2018",STX Entertainment,Action
Alpha,Alpha,"Aug 17, 2018",Sony Pictures,Adventure
Peppermint,Peppermint,"Sep 7, 2018",STX Entertainment,Action
Death Wish,Death Wish,"Mar 2, 2018",MGM,Action
The Spy Who Dumped Me,The Spy Who Dumped M,"Aug 3, 2018",Lionsgate,Comedy
Second Act,Second Act,"Dec 21, 2018",STX Entertainment,Comedy
Annihilation,Annihilation,"Feb 23, 2018",Paramount Pictures,Thriller/Suspense
Green Book,Green Book,"Nov 21, 2018",Universal,Comedy
Isle of Dogs,Isle of Dogs,"Mar 23, 2018",Fox Searchlight,Adventure
Nobody’s Fool,Nobody’s Fool,"Nov 2, 2018",Paramount Pictures,Drama
Adrift,Adrift,"Jun 1, 2018",STX Entertainment,Drama
Ferdinand,Ferdinand,"Dec 15, 2017",20th Century Fox,Adventure
Robin Hood,Robin Hood,"Nov 21, 2018",Lionsgate,Action
Super Troopers 2,Super Troopers 2,"Apr 20, 2018",20th Century Fox,Comedy
Slender Man,Slender Man,"Aug 10, 2018",Sony Pictures,Horror
Three Billboards Outside Eb…,Three Billboards Out,"Nov 10, 2017",Fox Searchlight,Black Comedy
Coco,Coco,"Nov 22, 2017",Walt Disney,Musical
Teen Titans Go! To The Movies,Teen Titans Go! To T,"Jul 27, 2018",Warner Bros.,Adventure
Hostiles,Hostiles,"Dec 22, 2017",Entertainment Stu…,Western
Vice,Vice,"Dec 25, 2018",Annapurna Pictures,Black Comedy
The Hate U Give,The Hate U Give,"Oct 19, 2018",20th Century Fox,Drama
Holmes & Watson,Holmes & Watson,"Dec 25, 2018",Sony Pictures,Comedy
"I, Tonya","I, Tonya","Dec 8, 2017",Neon,Black Comedy
Searching,Searching,"Aug 24, 2018",Sony Pictures,Thriller/Suspense
Winchester,Winchester,"Feb 2, 2018",CBS Films,Horror
The Strangers: Prey at Night,The Strangers: Prey ,"Mar 9, 2018",Aviron Pictures,Horror
White Boy Rick,White Boy Rick,"Sep 14, 2018",Sony Pictures,Drama
Molly’s Game,Molly’s Game,"Dec 25, 2017",STX Entertainment,Drama
Won’t You Be My Neighbor?,Won’t You Be My Neig,"Jun 8, 2018",Focus Features,Documentary
Overlord,Overlord,"Nov 9, 2018",Paramount Pictures,Action
The Fog,The Fog,"Feb 1, 1980",Rialto Pictures,Horror
Proud Mary,Proud Mary,"Jan 12, 2018",Sony Pictures,Action
The Happytime Murders,The Happytime Murder,"Aug 24, 2018",STX Entertainment,Black Comedy
Phantom Thread,Phantom Thread,"Dec 25, 2017",Focus Features,Drama
Superfly,Superfly,"Jun 13, 2018",Sony Pictures,Thriller/Suspense
Escape Room,Escape Room,,,Horror
Bad Times at the El Royale,Bad Times at the El ,"Oct 12, 2018",20th Century Fox,Thriller/Suspense
Show Dogs,Show Dogs,"May 18, 2018",Global Road,Comedy
Operation Finale,Operation Finale,"Aug 29, 2018",MGM,Drama
"Paul, Apostle of Christ","Paul, Apostle of Chr","Mar 23, 2018",Sony Pictures,Drama
Lady Bird,Lady Bird,"Nov 3, 2017",A24,Drama
Sorry to Bother You,Sorry to Bother You,"Jul 6, 2018",Annapurna Pictures,Black Comedy
Chappaquiddick,Chappaquiddick,"Apr 6, 2018",Entertainment Stu…,Drama
Forever My Girl,Forever My Girl,"Jan 19, 2018",Roadside Attractions,Drama
The Favourite,The Favourite,"Nov 23, 2018",Fox Searchlight,Black Comedy
Hunter Killer,Hunter Killer,"Oct 26, 2018",Lionsgate,Thriller/Suspense
Mortal Engines,Mortal Engines,"Dec 14, 2018",Universal,Action
The Girl in the Spider’s Web,The Girl in the Spid,"Nov 9, 2018",Sony Pictures,Thriller/Suspense
The Possession of Hannah Grace,The Possession of Ha,"Nov 30, 2018",Sony Pictures,Horror
RBG,RBG,"May 4, 2018",Magnolia Pictures,Documentary
Eighth Grade,Eighth Grade,"Jul 13, 2018",A24,Drama
Call Me by Your Name,Call Me by Your Name,"Nov 24, 2017",Sony Pictures Cla…,Drama
The Darkest Minds,The Darkest Minds,"Aug 3, 2018",20th Century Fox,Adventure
All the Money in the World,All the Money in the,"Dec 25, 2017",Sony Pictures,Thriller/Suspense
Three Identical Strangers,Three Identical Stra,"Jun 29, 2018",Neon,Documentary
Upgrade,Upgrade,"Jun 1, 2018",BH Tilt,Thriller/Suspense
Padmavati,Padmavati,"Jan 25, 2018",Paramount Pictures,Drama
Free Solo,Free Solo,"Sep 28, 2018",Greenwich,Documentary
The Old Man and the Gun,The Old Man and the ,"Sep 28, 2018",Fox Searchlight,Comedy
Hell Fest,Hell Fest,"Sep 28, 2018",CBS Films,Horror
Wonder,Wonder,"Nov 17, 2017",Lionsgate,Drama
The Miracle Season,The Miracle Season,"Apr 6, 2018",LD Entertainment,Drama
Mary Queen of Scots,Mary Queen of Scots,"Dec 7, 2018",Focus Features,Drama
Midnight Sun,Midnight Sun,"Mar 23, 2018",Global Road,Drama
Tully,Tully,"May 4, 2018",Focus Features,Comedy
Traffik,Traffik,"Apr 20, 2018",Lionsgate,Thriller/Suspense
Unfriended: Dark Web,Unfriended: Dark Web,"Jul 20, 2018",OTL Releasing,Horror
Welcome to Marwen,Welcome to Marwen,"Dec 21, 2018",Universal,Drama
Early Man,Early Man,"Feb 16, 2018",Lionsgate,Adventure
The Wife,The Wife,"Aug 17, 2018",Sony Pictures Cla…,Drama
The Death of Stalin,The Death of Stalin,"Mar 9, 2018",IFC Films,Black Comedy
Sanju,Sanju,"Jun 29, 2018",20th Century Fox,Drama
Unsane,Unsane,"Mar 23, 2018",Bleecker Street,Thriller/Suspense
Beautiful Boy,Beautiful Boy,"Oct 12, 2018",Amazon Studios,Drama
Can You Ever Forgive Me?,Can You Ever Forgive,"Oct 19, 2018",Fox Searchlight,Drama
Mid90s,Mid90s,"Oct 19, 2018",A24,Drama
Downsizing,Downsizing,"Dec 22, 2017",Paramount Pictures,Comedy
Dog Days,Dog Days,"Aug 8, 2018",LD Entertainment,Romantic Comedy
Boy Erased,Boy Erased,"Nov 2, 2018",Focus Features,Drama
Hotel Artemis,Hotel Artemis,"Jun 8, 2018",Global Road,Thriller/Suspense
A.X.L.,A.X.L.,"Aug 24, 2018",Global Road,Action
Fahrenheit 11/9,Fahrenheit 11/9,"Sep 21, 2018",Briarcliff Entert…,Documentary
Unbroken: Path to Redemption,Unbroken: Path to Re,"Sep 14, 2018",Pure Flix Enterta…,Drama
The Hurricane Heist,The Hurricane Heist,"Mar 9, 2018",Entertainment Stu…,Thriller/Suspense
Every Day,Every Day,"Feb 23, 2018",Orion Pictures,Drama
Leave No Trace,Leave No Trace,"Jun 29, 2018",Bleecker Street,Drama
Death of a Nation,Death of a Nation,"Aug 3, 2018",Quality Flix,Documentary
Pandas,Pandas,"Apr 6, 2018",IMAX Films,Documentary
God’s Not Dead: A Light in …,God’s Not Dead: A Li,"Mar 30, 2018",Pure Flix Enterta…,Drama
Kin,Kin,"Aug 31, 2018",Lionsgate,Action
They Shall Not Grow Old,They Shall Not Grow ,"Dec 17, 2018",Warner Bros.,Documentary
My Hero Academia: Two Heroes,My Hero Academia: Tw,"Sep 25, 2018",FUNimation,Adventure
Colette,Colette,"Sep 21, 2018",Bleecker Street,Drama
Action Point,Action Point,"Jun 1, 2018",Paramount Pictures,Comedy
Beirut,Beirut,"Apr 11, 2018",Bleecker Street,Thriller/Suspense
Gringo,Gringo,"Mar 9, 2018",STX Entertainment,Black Comedy
Samson,Samson,"Feb 16, 2018",Pure Flix Enterta…,Drama
Father Figures,Father Figures,"Dec 22, 2017",Warner Bros.,Comedy
Johnny English Strikes Again,Johnny English Strik,"Oct 26, 2018",Focus Features,Comedy
If Beale Street Could Talk,If Beale Street Coul,"Dec 14, 2018",Annapurna Pictures,Drama
Blindspotting,Blindspotting,"Jul 20, 2018",Lionsgate,Drama
Gotti,Gotti,"Jun 15, 2018",Vertical Entertai…,Drama
Ya Veremos,Ya Veremos,"Aug 31, 2018",Lionsgate,Drama
Simmba,Simmba,"Dec 28, 2018",Reliance Entertai…,Action
Life Itself,Life Itself,"Sep 21, 2018",Amazon Studios,Drama
Thor: Ragnarok,Thor: Ragnarok,"Nov 3, 2017",Walt Disney,Action
Gosnell: The Trial of Ameri…,Gosnell: The Trial o,"Oct 12, 2018",GVN Releasing,Drama
Indivisible,Indivisible,"Oct 26, 2018",Pure Flix Enterta…,Drama
2018 Oscar Shorts,2018 Oscar Shorts,"Feb 9, 2018",ShortsHD,Multiple Genres
Disobedience,Disobedience,"Apr 27, 2018",Bleecker Street,Drama
Justice League,Justice League,"Nov 17, 2017",Warner Bros.,Action
First Reformed,First Reformed,"May 18, 2018",A24,Thriller/Suspense
"Juliet, Naked","Juliet, Naked","Aug 17, 2018",Roadside Attractions,Romantic Comedy
Bad Samaritan,Bad Samaritan,"May 4, 2018",Electric Entertai…,Thriller/Suspense
The Disaster Artist,The Disaster Artist,"Dec 1, 2017",A24,Comedy
2001: A Space Odyssey,2001: A Space Odysse,"Apr 2, 1968",Warner Bros.,Adventure
The Leisure Seeker,The Leisure Seeker,"Mar 9, 2018",Sony Pictures Cla…,Drama
7 Days in Entebbe,7 Days in Entebbe,"Mar 16, 2018",Focus Features,Thriller/Suspense
The Sisters Brothers,The Sisters Brothers,"Sep 21, 2018",Annapurna Pictures,Western
Thoroughbreds,Thoroughbreds,"Mar 9, 2018",Focus Features,Thriller/Suspense
Sgt. Stubby: An American Hero,Sgt. Stubby: An Amer,"Apr 13, 2018",Fun Academy Motio…,Adventure
Whitney,Whitney,"Jul 6, 2018",Roadside Attractions,Documentary
American Animals,American Animals,"Jun 1, 2018",The Orchard,Thriller/Suspense
God Bless the Broken Road,God Bless the Broken,"Sep 7, 2018",Freestyle Releasing,Drama
La Boda de Valentina,La Boda de Valentina,"Feb 9, 2018",Lionsgate,Romantic Comedy
Bharat Ane Nenu,Bharat Ane Nenu,"Apr 20, 2018",Great India Films,Thriller/Suspense
You Were Never Really Here,You Were Never Reall,"Apr 6, 2018",Amazon Studios,Drama
Ben is Back,Ben is Back,"Dec 7, 2018",Roadside Attractions,Drama
Suspiria,Suspiria,"Oct 26, 2018",Amazon Studios,Horror
The Rider,The Rider,"Apr 13, 2018",Sony Pictures Cla…,Drama
Mary and the Witch’s Flower,Mary and the Witch’s,"Jan 19, 2018",GKIDS,Adventure
Hearts Beat Loud,Hearts Beat Loud,"Jun 8, 2018",Gunpowder & Sky,Drama
Papillon,Papillon,"Aug 24, 2018",Bleecker Street,Drama
Daddy’s Home 2,Daddy’s Home 2,"Nov 10, 2017",Paramount Pictures,Comedy
Murder on the Orient Express,Murder on the Orient,"Nov 10, 2017",20th Century Fox,Drama
Puzzle,Puzzle,"Jul 27, 2018",Sony Pictures Cla…,Drama
A Fantastic Woman,A Fantastic Woman,"Feb 2, 2018",Sony Pictures Cla…,Drama
Pope Francis—A Man of His W…,Pope Francis—A Man o,"May 18, 2018",Focus Features,Documentary
Assassination Nation,Assassination Nation,"Sep 21, 2018",Neon,Thriller/Suspense
The Front Runner,The Front Runner,"Nov 6, 2018",Sony Pictures,Drama
Detective Chinatown 2,Detective Chinatown ,"Feb 16, 2018",Warner Bros.,Action
At Eternity’s Gate,At Eternity’s Gate,"Nov 16, 2018",CBS Films,Drama
Dunkirk,Dunkirk,"Jul 21, 2017",Warner Bros.,Action
Race 3,Race 3,"Jun 15, 2018",Yash Raj Films,Action
On the Basis of Sex,On the Basis of Sex,"Dec 25, 2018",Focus Features,Drama
Padman,Padman,"Feb 9, 2018",Sony Pictures,Comedy
Shoplifters,Shoplifters,"Nov 23, 2018",Magnolia Pictures,Drama
A Private War,A Private War,"Nov 2, 2018",Aviron Pictures,Drama
The Bookshop,The Bookshop,"Aug 24, 2018",Greenwich,Drama
Operation Red Sea,Operation Red Sea,"Feb 23, 2018",Well Go USA,Action
Thugs of Hindostan,Thugs of Hindostan,"Nov 8, 2018",Yash Raj Films,Action
"Don’t Worry, He Won’t Get F…","Don’t Worry, He Won’","Jul 13, 2018",Amazon Studios,Drama
Finding Your Feet,Finding Your Feet,"Mar 30, 2018",Roadside Attractions,Comedy
Princess Mononoke,Princess Mononoke,"Oct 29, 1999",,Action
Little Women,Little Women,"Sep 28, 2018",Pinnacle Peak,Drama
102 Not Out,102 Not Out,"May 4, 2018",Sony Pictures,Comedy
Baaghi 2,Baaghi 2,"Mar 30, 2018",FIP,Action
Along With The Gods: The Tw…,Along With The Gods:,"Dec 22, 2017",Well Go USA,Action
McQueen,McQueen,"Jul 20, 2018",Bleecker Street,Documentary
The Seagull,The Seagull,"May 11, 2018",Sony Pictures Cla…,Drama
The Hows of Us,The Hows of Us,"Sep 7, 2018",ABS-CBN,Drama
Maria by Callas,Maria by Callas,"Nov 2, 2018",Sony Pictures Cla…,Documentary
Mandy,Mandy,"Sep 14, 2018",RLJ Entertainment,Thriller/Suspense
Beautifully Broken,Beautifully Broken,"Aug 24, 2018",ArtAffects,Drama
Along with the Gods: The La…,Along with the Gods:,"Aug 1, 2018",Well Go USA,Action
Andhadhun,Andhadhun,"Oct 5, 2018",Eros Entertainment,Thriller/Suspense
Lean on Pete,Lean on Pete,"Apr 6, 2018",A24,Drama
The Dawn Wall,The Dawn Wall,"Sep 14, 2018",The Orchard,Documentary
Wildlife,Wildlife,"Oct 19, 2018",IFC Films,Drama
Raid,Raid,"Mar 16, 2018",Eros Entertainment,Drama
The Insult,The Insult,"Jan 12, 2018",Cohen Media Group,Drama
Yellow Submarine,Yellow Submarine,"Nov 13, 1968",Abramorama Films,Musical
Tiger Zinda Hai,Tiger Zinda Hai,"Dec 22, 2017",Yash Raj Films,Action
Film Stars Don’t Die in Liv…,Film Stars Don’t Die,"Dec 29, 2017",Sony Pictures Cla…,Drama
The Miseducation of Cameron…,The Miseducation of ,"Aug 3, 2018",FilmRise,Drama
Kedarnath,Kedarnath,"Dec 7, 2018",PackYourBag Films,Drama
Let The Sunshine In,Let The Sunshine In,"Apr 27, 2018",Sundance Selects,Romantic Comedy
The Star,The Star,"Nov 17, 2017",Sony Pictures,Adventure
The Cakemaker,The Cakemaker,"Jun 29, 2018",Strand Releasing,Drama
Tea with the Dames,Tea with the Dames,"Sep 21, 2018",IFC Films,Documentary
Schindler’s List,Schindler’s List,"Dec 15, 1993",Universal,Drama
Beast,Beast,"May 11, 2018",Roadside Attractions,Drama
Sui Dhaaga: Made in India,Sui Dhaaga: Made in ,"Sep 28, 2018",Yash Raj Films,Romantic Comedy
Border,Border,"Oct 26, 2018",Neon,Thriller/Suspense
1945,1945,"Nov 1, 2017",Menemsha Entertai…,Drama
The Party,The Party,"Feb 16, 2018",Roadside Attractions,Drama
How Long Will I Love U,How Long Will I Love,"May 25, 2018",Well Go USA,Romantic Comedy
On Chesil Beach,On Chesil Beach,"May 18, 2018",Bleecker Street,Drama
The Polar Express,The Polar Express,"Nov 10, 2004",,Adventure
Vox Lux,Vox Lux,"Dec 7, 2018",Neon,Musical
Walk with me,Walk with me,"Jul 18, 2017",Gathr Films,Documentary
The Catcher Was A Spy,The Catcher Was A Sp,"Jun 22, 2018",IFC Films,Drama
Mirai no Mirai,Mirai no Mirai,"Nov 29, 2018",GKIDS,Adventure
The Little Stranger,The Little Stranger,"Aug 31, 2018",Focus Features,Drama
Monster Hunt 2,Monster Hunt 2,"Feb 16, 2018",Lionsgate,Adventure
Blaze,Blaze,"Aug 17, 2018",IFC Films,Drama
Boundaries,Boundaries,"Jun 22, 2018",Sony Pictures Cla…,Drama
Nothing to Lose,Nothing to Lose,"May 10, 2018",Swen Group,Drama
The Island,The Island,"Aug 10, 2018",Well Go USA,Comedy
Bombshell: The Hedy Lamarr …,Bombshell: The Hedy ,"Nov 24, 2017",Zeitgeist,Documentary
Perfect Blue,Perfect Blue,"Aug 20, 1999",GKIDS,Drama
Ex Files 3: Return of the Exes,Ex Files 3: Return o,"Dec 29, 2017",China Lion Film D…,Romantic Comedy
Lizzie,Lizzie,"Sep 14, 2018",Roadside Attractions,Drama
"Love, Gilda","Love, Gilda","Sep 21, 2018",Magnolia Pictures,Documentary
Itzhak,Itzhak,"Mar 9, 2018",Greenwich,Documentary
Burning,Burning,"Oct 26, 2018",Well Go USA,Thriller/Suspense
Foxtrot,Foxtrot,"Mar 2, 2018",Sony Pictures Cla…,Drama
The Florida Project,The Florida Project,"Oct 6, 2017",A24,Drama
Batman: Mask of the Phantasm,Batman: Mask of the ,"Dec 25, 1993",Warner Bros.,Action
Marshall,Marshall,"Oct 13, 2017",Open Road,Drama
Pick of the Litter,Pick of the Litter,"Aug 31, 2018",IFC Films,Documentary
Loveless,Loveless,"Feb 16, 2018",Sony Pictures Cla…,Drama
A Cool Fish,A Cool Fish,"Nov 16, 2018",China Lion Film D…,Comedy
Anna and the Apocalypse,Anna and the Apocaly,"Nov 30, 2018",Orion Pictures,Musical
Fireworks,Fireworks,"Jul 4, 2018",GKIDS,Drama
Beetle Juice,Beetle Juice,"Mar 30, 1988",,Comedy
Husband Material,Husband Material,"Sep 14, 2018",Eros Entertainment,Drama
Monsters and Men,Monsters and Men,"Sep 28, 2018",Neon,Drama
The Spy Gone North,The Spy Gone North,"Aug 10, 2018",CJ Entertainment,Drama
Bilal: A New Breed of Hero,Bilal: A New Breed o,"Feb 2, 2018",Vertical Entertai…,Adventure
The Great Battle,The Great Battle,"Sep 21, 2018",Well Go USA,Action
Loving Vincent,Loving Vincent,"Sep 22, 2017",Good Deed Enterta…,Drama
The Happy Prince,The Happy Prince,"Oct 10, 2018",Sony Pictures Cla…,Drama
Scotty and the Secret Histo…,Scotty and the Secre,"Jul 27, 2018",Greenwich,Documentary
Final Portrait,Final Portrait,"Mar 23, 2018",Sony Pictures Cla…,Drama
The Children Act,The Children Act,"Sep 14, 2018",A24,Drama
Condorito: The Movie,Condorito: The Movie,"Jan 12, 2018",Lionsgate,Adventure
Elf,Elf,"Nov 7, 2003",,Comedy
Anthropocene: The Human Epoch,Anthropocene: The Hu,"Sep 28, 2018",,Documentary
A Bag of Marbles,A Bag of Marbles,"Mar 23, 2018",Gaumont British P…,Drama
Hubble 3D,Hubble 3D,"Mar 19, 2010",,Documentary
"The Night is Short, Walk on…","The Night is Short, ","Aug 21, 2018",GKIDS,Romantic Comedy
The Oath,The Oath,"Oct 12, 2018",Roadside Attractions,Black Comedy
We The Animals,We The Animals,"Aug 17, 2018",The Orchard,Drama
The Gospel According to Andre,The Gospel According,"May 25, 2018",Magnolia Pictures,Documentary
Leaning into the Wind,Leaning into the Win,"Mar 9, 2018",Magnolia Pictures,Documentary
Blade Runner 2049,Blade Runner 2049,"Oct 6, 2017",Warner Bros.,Thriller/Suspense
Soorma,Soorma,"Jul 13, 2018",Sony Pictures,Drama
The Dark Knight,The Dark Knight,"Jul 18, 2008",,Action
Oh Lucy!,Oh Lucy!,"Mar 2, 2018",Film Movement,Comedy
Grace Jones: Bloodlight and…,Grace Jones: Bloodli,"Apr 13, 2018",Kino Lorber,Documentary
Jurassic Park,Jurassic Park,"Aug 26, 1994",Universal,Adventure
Believer,Believer,"Jun 8, 2018",Well Go USA,Thriller/Suspense
Mountain,Mountain,"May 11, 2018",Greenwich,Documentary
Jane and Emma,Jane and Emma,"Oct 12, 2018",Excel Entertainment,Drama
Kusama: Infinity,Kusama: Infinity,"Sep 7, 2018",Magnolia Pictures,Documentary
The Rocky Horror Picture Show,The Rocky Horror Pic,"Sep 26, 1975",20th Century Fox,Musical
Get Out,Get Out,"Feb 24, 2017",Universal,Horror
The Wizard of Oz,The Wizard of Oz,"Sep 23, 2009",,Musical
"Faces, Places","Faces, Places","Oct 6, 2017",Cohen Media Group,Documentary
Under the Sea 3D,Under the Sea 3D,"Feb 13, 2009",,Documentary
Shine,Shine,"Oct 5, 2018",GVN Releasing,Drama
Flower,Flower,"Mar 16, 2018",The Orchard,Drama
Youth,Youth,"Dec 15, 2017",China Lion Film D…,Drama
In The Fade,In The Fade,"Dec 27, 2017",Magnolia Pictures,Drama
Damsel,Damsel,"Jun 22, 2018",Magnolia Pictures,Western
Harry Potter and the Sorcer…,Harry Potter and the,"Nov 16, 2001",,Adventure
Golden Job,Golden Job,"Sep 28, 2018",Well Go USA,Action
But Deliver Us From Evil,But Deliver Us From ,"Feb 9, 2018",Indican Pictures,Horror
The Square,The Square,"Oct 27, 2017",Magnolia Pictures,Drama
Science Fair,Science Fair,"Sep 14, 2018",National Geograph…,Documentary
Kings,Kings,"Apr 27, 2018",The Orchard,Drama
Cold War,Cold War,"Dec 21, 2018",Amazon Studios,Drama
The Endless,The Endless,"Apr 6, 2018",Well Go USA,Thriller/Suspense
Detective Dee: The Four Hea…,Detective Dee: The F,"Jul 27, 2018",Well Go USA,Action
The King,The King,"Jun 22, 2018",Oscilloscope Pict…,Documentary
What They Had,What They Had,"Oct 19, 2018",Bleecker Street,Drama
Back to Burgundy,Back to Burgundy,"Mar 23, 2018",Music Box Films,Drama
London Fields,London Fields,"Oct 26, 2018",GVN Releasing,Thriller/Suspense
Destroyer,Destroyer,"Dec 25, 2018",Annapurna Pictures,Thriller/Suspense
Harry Potter and the Chambe…,Harry Potter and the,"Nov 15, 2002",,Adventure
Generation Wealth,Generation Wealth,"Jul 20, 2018",Amazon Studios,Documentary
