Movie,trunc,Release Date,Distributor,Genre
The Lord of the Rings: The …,The Lord of the Ring,"Dec 5, 2003",Fathom Events,Adventure
2024 Oscar Shorts,2024 Oscar Shorts,"Feb 16, 2024",ShortsHD,Multiple Genres
Strange Darling,Strange Darling,"Aug 23, 2024",Magenta Light Stu…,Thriller/Suspense
The Long Game,The Long Game,"Apr 12, 2024",Mucho Mas Media,Drama
Jesus Thirsts: The Miracle …,Jesus Thirsts: The M,"Jun 4, 2024",Fathom Events,Documentary
1992,1992,"Aug 30, 2024",Lionsgate,Thriller/Suspense
The Lord of the Rings: The …,The Lord of the Ring,"Dec 17, 2003",Fathom Events,Adventure
The Fabulous Four,The Fabulous Four,"Jul 26, 2024",Bleecker Street,Comedy
Queer,Queer,"Nov 27, 2024",A24,Drama
For King + Country: A Drumm…,For King + Country: ,"Dec 5, 2024",Fathom Events,Concert/Perfor…
White Christmas,White Christmas,"Apr 27, 1954",Fathom Events,Musical
Sing Sing,Sing Sing,"Jul 12, 2024",A24,Drama
My Penguin Friend,My Penguin Friend,"Aug 16, 2024",Roadside Attractions,Drama
Absolution,Absolution,"Nov 1, 2024",Samuel Goldwyn Films,Drama
Dune,Dune,"Oct 22, 2021",Warner Bros.,Action
Ezra,Ezra,"May 31, 2024",Bleecker Street,Comedy
Sight & Sound Presents: Dan…,Sight & Sound Presen,"Aug 30, 2024",Fathom Events,Concert/Perfor…
Boy Kills World,Boy Kills World,"Apr 26, 2024",Roadside Attractions,Action
The Lord of the Rings: The …,The Lord of the Ring,"Dec 12, 2003",Fathom Events,Adventure
The Blue Angels,The Blue Angels,"May 17, 2024",Amazon MGM Studios,Documentary
Rite Here Rite Now,Rite Here Rite Now,"Jun 20, 2024",Trafalgar Releasing,Concert/Perfor…
The Taste of Things,The Taste of Things,"Feb 14, 2024",IFC Films,Drama
Jung Kook: I Am Still,Jung Kook: I Am Stil,"Sep 18, 2024",Trafalgar Releasing,Concert/Perfor…
Tillu Square,Tillu Square,"Mar 29, 2024",Prathyangira Cine…,Comedy
The American Society of Mag…,The American Society,"Mar 15, 2024",Focus Features,Comedy
Summer Camp,Summer Camp,"May 31, 2024",Roadside Attractions,Comedy
Princess Mononoke,Princess Mononoke,"Oct 29, 1999",Fathom Events,Action
Howl's Moving Castle,Howl's Moving Castle,"Jun 10, 2005",Fathom Events,Adventure
Hitpig!,Hitpig!,"Nov 1, 2024",Viva Pictures,Adventure
Elevation,Elevation,"Nov 8, 2024",Vertical Entertai…,Action
Exhuma,Exhuma,"Mar 15, 2024",Well Go USA,Horror
Alien,Alien,"May 25, 1979",20th Century Studios,Horror
Hanu Man,Hanu Man,"Jan 12, 2024",Nirvana Studios,Action
In the Land of Saints and S…,In the Land of Saint,"Mar 29, 2024",Samuel Goldwyn Films,Thriller/Suspense
Problemista,Problemista,"Mar 8, 2023",A24,Comedy
Bhool Bhulaiyaa 3,Bhool Bhulaiyaa 3,"Nov 1, 2024",Shree Krishna Film,Comedy
Singham Again,Singham Again,"Nov 1, 2024",Moviegoers Entert…,Action
Flow,Flow,"Nov 22, 2024",Janus Films,Adventure
Stree 2,Stree 2,"Aug 16, 2024",Prathyangira Cine…,Comedy
The Holdovers,The Holdovers,"Oct 27, 2023",Focus Features,Comedy
The Ark and the Darkness,The Ark and the Dark,"Mar 20, 2024",Fathom Events,Documentary
Between the Temples,Between the Temples,"Aug 23, 2024",Sony Pictures Cla…,Comedy
Lee,Lee,"Sep 27, 2024",Roadside Attractions,Drama
Look Back,Look Back,"Oct 4, 2024",GKIDS,Drama
YOLO,YOLO,"Mar 8, 2024",Sony Pictures,Comedy
Queen Rock Montreal,Queen Rock Montreal,"Jan 18, 2024",IMAX Films,Concert/Perfor…
Escape From Germany,Escape From Germany,"Apr 11, 2024",Susan Tuckett Media,Drama
The Order,The Order,"Dec 6, 2024",Vertical Entertai…,Thriller/Suspense
Suga | Agust D Tour ‘D-Day’…,Suga | Agust D Tour ,"Apr 10, 2024",Trafalgar Releasing,Concert/Perfor…
Out of Darkness,Out of Darkness,"Feb 9, 2024",Bleecker Street,Horror
Werewolves,Werewolves,"Dec 6, 2024",Briarcliff Entert…,Horror
Blue Lock The Movie -Episod…,Blue Lock The Movie ,"Jun 28, 2024",Crunchyroll,Drama
Jatt & Juliet 3,Jatt & Juliet 3,"Jun 27, 2024",White Hill Studios,Romantic Comedy
The Firing Squad,The Firing Squad,"Aug 2, 2024",Atlas Distribution,Drama
City of Dreams,City of Dreams,"Aug 30, 2024",Roadside Attractions,Thriller/Suspense
Hocus Pocus,Hocus Pocus,"Jul 16, 1993",Walt Disney,Comedy
Crew,Crew,"Mar 29, 2024",Funasia Films,Comedy
Overlord: The Sacred Kingdom,Overlord: The Sacred,"Nov 8, 2024",Sony Pictures,Adventure
Elf,Elf,"Nov 7, 2003",New Line,Comedy
Small Things Like These,Small Things Like Th,"Nov 8, 2024",Roadside Attractions,Drama
Twister,Twister,"May 10, 1996",Warner Bros.,Action
Turning Red,Turning Red,"Mar 11, 2022",Walt Disney,Adventure
You Gotta Believe,You Gotta Believe,"Aug 30, 2024",Well Go USA,Drama
Vindicating Trump,Vindicating Trump,"Sep 27, 2024",SDG Releasing,Documentary
Something to Stand for with…,Something to Stand f,"Jun 27, 2024",Fathom Events,Documentary
Goodrich,Goodrich,"Oct 18, 2024",Ketchup Entertain…,Comedy
Anatomy of a Fall,Anatomy of a Fall,"Oct 13, 2023",Neon,Drama
Luca,Luca,"Jun 18, 2021",Walt Disney,Adventure
The Polar Express,The Polar Express,"Nov 10, 2004",Warner Bros.,Adventure
The End of Evangelion,The End of Evangelio,"Mar 17, 2024",GKIDS,Action
Oddity,Oddity,"Jul 19, 2024",IFC Films,Horror
Irena’s Vow,Irena’s Vow,"Apr 15, 2024",Quiver,Drama
Spider-Man 2,Spider-Man 2,"Jun 30, 2004",Sony Pictures,Adventure
Touch,Touch,"Jul 12, 2024",Focus Features,Drama
Kill,Kill,"Jul 4, 2024",Roadside Attractions,Action
Rad,Rad,"Mar 21, 1986",Fathom Events,Drama
The Roundup: Punishment,The Roundup: Punishm,"Apr 26, 2024",Capelight Pictures,Action
Kneecap,Kneecap,"Aug 2, 2024",Sony Pictures Cla…,Comedy
Average Joe,Average Joe,"Oct 11, 2024",Fathom Events,Drama
Sting,Sting,"Apr 12, 2024",Well Go USA,Horror
Vettaiyan,Vettaiyan,"Oct 10, 2024",Lyca Productions,Action
Lost On A Mountain In Maine,Lost On A Mountain I,"Nov 1, 2024",Blue Fox Entertai…,Adventure
Spider-Man 3,Spider-Man 3,"May 4, 2007",Sony Pictures,Adventure
DAN DA DAN: First Encounter,DAN DA DAN: First En,"Sep 13, 2024",GKIDS,Action
The Outrun,The Outrun,"Oct 4, 2024",Sony Pictures Cla…,Drama
Widow Clicquot,Widow Clicquot,"Jul 19, 2024",Vertical Entertai…,Drama
Sasquatch Sunset,Sasquatch Sunset,"Apr 12, 2024",Bleecker Street,Comedy
La chimera,La chimera,"Mar 29, 2024",Neon,Drama
Napoleon,Napoleon,"Nov 22, 2023",Sony Pictures,Drama
Daddio,Daddio,"Jun 28, 2024",Sony Pictures Cla…,Drama
National Lampoon’s Christma…,National Lampoon’s C,"Dec 1, 1989",Warner Bros.,Comedy
Article 370,Article 370,"Feb 23, 2024",Jio Studios,Action
Trolls Band Together,Trolls Band Together,"Nov 17, 2023",Universal,Adventure
Tenet,Tenet,"Sep 3, 2020",Warner Bros.,Action
Spider-Man,Spider-Man,"May 3, 2002",Sony Pictures,Adventure
Soul,Soul,"Nov 20, 2020",Walt Disney,Adventure
Robot Dreams,Robot Dreams,"May 31, 2024",Neon,Adventure
Rear Window,Rear Window,"Sep 1, 1954",Fathom Events,Thriller/Suspense
Laufey’s A Night at the Sym…,Laufey’s A Night at ,"Dec 6, 2024",Trafalgar Releasing,Concert/Perfor…
Freud’s Last Session,Freud’s Last Session,"Dec 22, 2023",Sony Pictures Cla…,Drama
Evil Does Not Exist,Evil Does Not Exist,"May 3, 2024",Janus Films,Drama
Spider-Man: Far From Home,Spider-Man: Far From,"Jul 2, 2019",Sony Pictures,Action
Arcadian,Arcadian,"Apr 12, 2024",IFC Films,Thriller/Suspense
The Brutalist,The Brutalist,"Dec 20, 2024",A24,Drama
Whiplash,Whiplash,"Oct 10, 2014",Sony Pictures Cla…,Drama
Janet Planet,Janet Planet,"Jun 21, 2024",A24,Drama
CatVideoFest 2024,CatVideoFest 2024,"Aug 2, 2024",Oscilloscope Pict…,Documentary
Stopmotion,Stopmotion,"Feb 23, 2024",IFC Films,Horror
Your Monster,Your Monster,"Oct 25, 2024",Vertical Entertai…,Horror
Killers of the Flower Moon,Killers of the Flowe,"Oct 20, 2023",Paramount Pictures,Western
Slingshot,Slingshot,"Aug 30, 2024",Bleecker Street,Thriller/Suspense
"RM: Right People, Wrong Place","RM: Right People, Wr","Dec 5, 2024",CJ4DPlex,Documentary
Disciples in the Moonlight,Disciples in the Moo,"Jul 12, 2024",Fathom Events,Drama
The Return,The Return,"Dec 6, 2024",Bleecker Street,Drama
Ghostlight,Ghostlight,"Jun 14, 2024",IFC Films,Drama
Spider-Man: No Way Home,Spider-Man: No Way H,"Dec 17, 2021",Sony Pictures,Action
Jaws,Jaws,"Jun 20, 1975",Fathom Events,Thriller/Suspense
Tuesday,Tuesday,"Jun 14, 2024",A24,Drama
Bade Miyan Chote Miyan,Bade Miyan Chote Miy,"Apr 10, 2024",Yash Raj Films,Action
The Amazing Spider-Man,The Amazing Spider-M,"Jul 3, 2012",Sony Pictures,Adventure
The Amazing Spider-Man 2,The Amazing Spider-M,"May 2, 2014",Sony Pictures,Action
The Goonies,The Goonies,"Jun 7, 1985",Warner Bros.,Adventure
RENAISSANCE: A FILM BY BEYO…,RENAISSANCE: A FILM ,"Dec 1, 2023",AMC Theatres Dist…,Concert/Perfor…
Salaar: Part 1 Ceasefire,Salaar: Part 1 Cease,"Dec 22, 2023",Prathyangira Cine…,Action
A Different Man,A Different Man,"Sep 20, 2024",A24,Black Comedy
The Matrix,The Matrix,"Mar 31, 1999",Fathom Events,Action
Journey to Bethlehem,Journey to Bethlehem,"Nov 10, 2023",Sony Pictures,Musical
All We Imagine as Light,All We Imagine as Li,"Nov 15, 2024",Janus Films,Drama
Memoir of a Snail,Memoir of a Snail,"Oct 25, 2024",IFC Films,Drama
Hundreds of Beavers,Hundreds of Beavers,"Jan 26, 2024",SRH,Comedy
Ryan’s World the Movie: Tit…,Ryan’s World the Mov,"Aug 16, 2024",Falling Forward F…,Adventure
Weekend in Taipei,Weekend in Taipei,"Nov 8, 2024",Ketchup Entertain…,Action
The Teacher’s Lounge,The Teacher’s Lounge,"Dec 25, 2023",Sony Pictures Cla…,Drama
The Shining,The Shining,"May 23, 1980",Fathom Events,Horror
Not Another Church Movie,Not Another Church M,"May 10, 2024",Briarcliff Entert…,Comedy
Rumours,Rumours,"Oct 18, 2024",Bleecker Street,Black Comedy
Faith of Angels,Faith of Angels,"Sep 12, 2024",Purdie Distribution,Drama
Wildcat,Wildcat,"May 3, 2024",Oscilloscope Pict…,Drama
Barbie,Barbie,"Jul 21, 2023",Warner Bros.,Comedy
Harry Potter and the Prison…,Harry Potter and the,"Jun 4, 2004",Warner Bros.,Adventure
Harry Potter and the Deathl…,Harry Potter and the,"Jul 15, 2011",Warner Bros.,Adventure
Treasure,Treasure,"Jun 14, 2024",Bleecker Street,Drama
The Wizard of Oz,The Wizard of Oz,"Sep 23, 2009",Fathom Events,Musical
Winnie-the-Pooh: Blood and …,Winnie-the-Pooh: Blo,"Mar 26, 2024",Fathom Events,Horror
Firebrand,Firebrand,"Jun 14, 2024",Roadside Attractions,Drama
Dune,Dune,"Dec 14, 1984",Fathom Events,Action
Exhibiting Forgiveness,Exhibiting Forgivene,"Oct 18, 2024",Roadside Attractions,Drama
How the Grinch Stole Christmas,How the Grinch Stole,"Nov 17, 2000",Universal,Adventure
The Magnificent Seven,The Magnificent Seve,"Nov 19, 1956",Janus Films,Action
William Shatner: You Can Ca…,William Shatner: You,"Mar 22, 2024",Falling Forward F…,Documentary
Back to the Future,Back to the Future,"Jul 3, 1985",Fathom Events,Adventure
Harry Potter and the Half-B…,Harry Potter and the,"Jul 15, 2009",Warner Bros.,Adventure
Skincare,Skincare,"Aug 16, 2024",IFC Films,Thriller/Suspense
Snack Shack,Snack Shack,"Mar 15, 2024",Republic Pictures,Comedy
Les Misérables,Les Misérables,"Dec 25, 2012",Universal,Musical
The Critic,The Critic,"Sep 13, 2024",Greenwich,Thriller/Suspense
Azrael,Azrael,"Sep 27, 2024",IFC Films,Action
Dragonkeeper,Dragonkeeper,"May 3, 2024",Viva Pictures,Adventure
Scrambled,Scrambled,"Feb 2, 2024",Roadside Attractions,Comedy
Harry Potter and the Goblet…,Harry Potter and the,"Nov 18, 2005",Warner Bros.,Adventure
One From the Heart,One From the Heart,"Feb 12, 1982",Rialto Pictures,Drama
Eno,Eno,"Jul 12, 2024",Film First,Documentary
JESUS: a Deaf Missions film,JESUS: a Deaf Missio,"Jun 20, 2024",Iconic Releasing,Drama
The Beast,The Beast,"Apr 5, 2024",Janus Films,Drama
Ghost in the Shell 2: Innoc…,Ghost in the Shell 2,"Sep 17, 2004",GKIDS,Action
Harry Potter and the Chambe…,Harry Potter and the,"Nov 15, 2002",Warner Bros.,Adventure
"Veteran 2: I, The Executioner","Veteran 2: I, The Ex","Sep 27, 2024",Blue Fox Entertai…,Action
Hard Miles,Hard Miles,"Apr 19, 2024",Blue Fox Entertai…,Drama
Rob Peace,Rob Peace,"Aug 16, 2024",Republic Pictures,Drama
Spider-Man: Homecoming,Spider-Man: Homecomi,"Jul 7, 2017",Sony Pictures,Action
Blazing Saddles,Blazing Saddles,"Feb 7, 1974",Fathom Events,Comedy
Back to the Future Part II,Back to the Future P,"Nov 22, 1989",Universal,Adventure
Good One,Good One,"Aug 9, 2024",Metrograph Pictures,Drama
Shrek,Shrek,"May 18, 2001",Dreamworks SKG,Adventure
Forty-Seven Days with Jesus,Forty-Seven Days wit,"Mar 11, 2024",Fathom Events,Drama
"Paris, Texas","Paris, Texas","Nov 9, 1984",20th Century Fox,Drama
Anselm,Anselm,"Dec 8, 2023",Janus Films,Documentary
Casablanca,Casablanca,"Jan 23, 1943",Cinemark,Drama
Twilight of the Warriors: W…,Twilight of the Warr,"Aug 9, 2024",Well Go USA,Action
Harry Potter and the Order …,Harry Potter and the,"Jul 11, 2007",Warner Bros.,Adventure
Miller’s Girl,Miller’s Girl,"Jan 26, 2024",Lionsgate,Thriller/Suspense
The Fall,The Fall,"May 9, 2008",Roadside Attractions,Drama
A Silent Voice,A Silent Voice,"Jan 31, 2019",GKIDS,Drama
How to Make Millions Before…,How to Make Millions,"Sep 13, 2024",Well Go USA,Drama
Memory,Memory,"Dec 22, 2023",Ketchup Entertain…,Drama
A Nightmare on Elm Street,A Nightmare on Elm S,"Nov 9, 1984",New Line,Horror
Dunki,Dunki,"Dec 21, 2023",Yash Raj Films,Comedy
Harry Potter and the Deathl…,Harry Potter and the,"Nov 19, 2010",Warner Bros.,Adventure
We Grown Now,We Grown Now,"Apr 19, 2024",Sony Pictures Cla…,Drama
Kung Fu Panda,Kung Fu Panda,"Jun 6, 2008",Paramount Pictures,Adventure
Accidental Texan,Accidental Texan,"Mar 8, 2024",Roadside Attractions,Comedy
Fallen Leaves,Fallen Leaves,"Nov 17, 2023",MUBI,Drama
I Am: Celine Dion,I Am: Celine Dion,"Jun 21, 2024",Amazon MGM Studios,Documentary
Spider-Man: Across the Spid…,Spider-Man: Across t,"Jun 2, 2023",Sony Pictures,Adventure
Housekeeping for Beginners,Housekeeping for Beg,"Apr 5, 2024",Focus Features,Drama
