link,Production Budget,MPAA Rating,Running Time,Genre,Production Method,Creative Type,Production/Financing Companies,Production Countries,Languages,Release Date,Franchise
https://www.the-numbers.com/movie/Breaking-In-(2018)#tab=summary,"$6,000,000","PG-13for violence, menace, bloody images, sexual references, and brief strong language.(Rating bulletin 2512 (Cert #51402), 1/31/2018)",88 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,"Will Packer Productions,Practical Pictures,Universal Pictures,Dentsu Inc.,Fuji Television Network",United States,English,"May 09, 2018",
https://www.the-numbers.com/movie/Campeones-(Spain)-(2018)#tab=summary,,,124 minutes,Comedy,Live Action,Contemporary Fiction,,Spain,Spanish,"April 06, 2018",
https://www.the-numbers.com/movie/Legend-of-Tang-Dynasty-2-(China)-(2018)#tab=summary,,,89 minutes,Adventure,Digital Animation,Kids Fiction,,China,,"November 30, 2018",
https://www.the-numbers.com/movie/Holmes-and-Watson-(2018)#tab=summary,"$42,000,000","PG-13for crude sexual material, some violence, language and drug references.(Rating bulletin 2555 (Cert #50807), 11/28/2018)",90 minutes,Comedy,Live Action,Historical Fiction,"Mosaic Media,Gary Sanchez Productions,Columbia Pictures,Mimran Schur Pictures",United States,English,"December 20, 2018",
https://www.the-numbers.com/movie/Overlord-(2018)#tab=summary,"$38,000,000","Rfor strong bloody violence, disturbing images, language, and brief sexual content.(Rating bulletin 2526 (Cert #51550), 5/9/2018)",109 minutes,Action,Live Action,Historical Fiction,"Paramount Pictures,Bad Robot",United States,English,"November 03, 2018",
https://www.the-numbers.com/movie/Mia-et-le-lion-blanc-(France)(2018)#tab=summary,,"PGfor thematic elements, peril and some language.(Rating bulletin 2565 (Cert #52025), 2/13/2019)",97 minutes,Adventure,Live Action,Contemporary Fiction,"M6 Films,Galatee Films,Outside Films,StudioCanal,Film Afrika Worldwide,Pandora Filmproduktion,Canal Plus,Cine Plus,Film- und Medienstiftung NRW","France,South Africa,Germany","French,English","December 26, 2018",
https://www.the-numbers.com/movie/Baaghi-2-(2018-India)#tab=summary,,Not Rated,137 minutes,Action,Live Action,Contemporary Fiction,,India,Hindi,"March 30, 2018",Baaghi
https://www.the-numbers.com/movie/Kamera-o-tomeru-na-(Japan)-(2018)#tab=summary,,Not Rated,96 minutes,Horror,Live Action,Historical Fiction,,Japan,Japanese,"June 22, 2018",
https://www.the-numbers.com/movie/Paul-Apostle-of-Christ#tab=summary,"$5,000,000","PG-13for some violent content and disturbing images.(Rating bulletin 2512 (Cert #51100), 1/31/2018)",113 minutes,Drama,Live Action,Dramatization,"Affirm Films,Giving Films,Outside Da Box Films,Mandalay Pictures",United States,English,"March 22, 2018",
https://www.the-numbers.com/movie/Ba-Li-Gong-Lue-(Hong-Kong)#tab=summary,,,130 minutes,Comedy,Live Action,Contemporary Fiction,,Hong Kong,Cantonese,"August 17, 2018",
https://www.the-numbers.com/movie/Proud-Mary#tab=summary,"$30,000,000","Rfor violence.(Rating bulletin 2508 (Cert #51045), 1/3/2018)",88 minutes,Action,Live Action,Contemporary Fiction,"Screen Gems,Paul Schiff Productions",United States,English,"January 10, 2018",
https://www.the-numbers.com/movie/They-Shall-Not-Grow-Old-(UK)-(2018)#tab=summary,,"Rfor disturbing war images.(Rating bulletin 2553 (Cert #51910), 11/14/2018)",99 minutes,Documentary,Live Action,Factual,"Warner Bros.,Wingnut Films,BBC Films","United Kingdom,New Zealand",English,"November 09, 2018",
https://www.the-numbers.com/movie/New-Happy-Dad-and-Son-3-Adventure-in-Russia-(2018-China)#tab=summary,,,80 minutes,Adventure,Digital Animation,Kids Fiction,,China,Mandarin,"July 06, 2018",New Happy Dad and Son
https://www.the-numbers.com/movie/Sonu-Ke-Titu-Ki-Sweety-(India)#tab=summary,,,138 minutes,Romantic Comedy,Live Action,Contemporary Fiction,,India,Hindi,"February 23, 2018",
https://www.the-numbers.com/movie/Gu-Jian-Qi-Tan-Zhi-Liu-Yue-Zhao-Ming-(China)(2018)#tab=summary,,,90 minutes,Action,Live Action,Fantasy,,China,Mandarin,"October 01, 2018",
https://www.the-numbers.com/movie/Bharat-Ane-Nenu-(India)#tab=summary,,Not Rated*,173 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,,India,Telugu,"April 20, 2018",
https://www.the-numbers.com/movie/Wife-The-(2018)#tab=summary,,"Rfor language and some sexual content.(Rating bulletin 2514 (Cert #51474), 2/14/2018)",100 minutes,Drama,Live Action,Contemporary Fiction,"Anonymous Content,Tempo Productions,Silver Reel Entertainment,Meta Film London,Embankment Films,Creative Scotland,Spark Film & TV,Film Vast,Chimney","United States,Sweden,United Kingdom",English,"July 20, 2018",
https://www.the-numbers.com/movie/Jigeum-Mannareo-Gabmida-(S-Korea)#tab=summary,,,132 minutes,Drama,Live Action,Contemporary Fiction,,Republic of Korea,Korean,"March 14, 2018",
https://www.the-numbers.com/movie/Muslum-(Turkey)-(2018)#tab=summary,,,132 minutes,Drama,Live Action,Dramatization,,Turkey,Turkish,"October 26, 2018",
https://www.the-numbers.com/movie/Durante-la-tormenta-(Spain)(2018)#tab=summary,,Not Rated,128 minutes,Drama,Live Action,Contemporary Fiction,,Spain,Spanish,"November 30, 2018",
https://www.the-numbers.com/movie/Kureyon-Shinchan-Bakumori-Kanfu-Boizu-Ramen-Tairan-(Japan)#tab=summary,,,104 minutes,Adventure,Digital Animation,Kids Fiction,,Japan,,"April 13, 2018",
https://www.the-numbers.com/movie/Unfriended-Dark-Web-(2018)#tab=summary,"$1,000,000","Rfor some disturbing violence, language and sexual references.(Rating bulletin 2523 (Cert #51565), 4/18/2018)REDITED VERSION - Content is Different from ""R"" rated version - for some disturbing violence, language and sexual references.(Rating bulletin 2534 (Cert #51659), 7/4/2018)",88 minutes,Horror,Live Action,Contemporary Fiction,"Bazelevs Company,BH Tilt,Blumhouse",United States,English,"July 19, 2018",Unfriended
https://www.the-numbers.com/movie/Superlopez-(Spain)(2018)#tab=summary,,Not Rated,108 minutes,Comedy,Live Action,Contemporary Fiction,,Spain,Spanish,"November 23, 2018",
https://www.the-numbers.com/movie/Yugo-and-Lala-4-(China)(2018)#tab=summary,,,85 minutes,Adventure,Digital Animation,Kids Fiction,,China,Mandarin,"July 28, 2018",Yugo & Lala
https://www.the-numbers.com/movie/Xing-Fu-Ma-Shang-Lai-(China)-(2018)#tab=summary,,,90 minutes,Comedy,Live Action,Contemporary Fiction,,China,Mandarin,"June 08, 2018",
https://www.the-numbers.com/movie/Ya-Veremos-(Mexico)-(2018)#tab=summary,,"PG-13for some language and suggestive content.(Rating bulletin 2540 (Cert #51754), 8/15/2018)",90 minutes,Drama,Live Action,Contemporary Fiction,"Trompo Studios,Pantelion Films",Mexico,Spanish,"August 02, 2018",
https://www.the-numbers.com/movie/Children-Act-The-(UK)#tab=summary,,"Rfor a sexual reference.(Rating bulletin 2527 (Cert #51069), 5/16/2018)",105 minutes,Drama,Live Action,Dramatization,"FilmNation Entertainment,BBC Films,Duncan Kenworthy","United States,United Kingdom",English,"August 03, 2018",
https://www.the-numbers.com/movie/100-Dinge-(Germany)(2018)#tab=summary,,,111 minutes,Comedy,Live Action,Contemporary Fiction,,Germany,"German,English,Finnish","December 06, 2018",
https://www.the-numbers.com/movie/Chihayafuru-Musubi-(Japan)#tab=summary,,,,Drama,,,,Japan,,"March 16, 2018",
https://www.the-numbers.com/movie/Hotel-Artemis-(UK)#tab=summary,"$15,000,000","Rfor violence and language throughout, some sexual references, and brief drug use.(Rating bulletin 2528 (Cert #51187), 5/23/2018)",97 minutes,Thriller/Suspense,Live Action,Science Fiction,"Ink Factory,Global Road Entertainment,127 Wall,Marc Platt Productions",United Kingdom,English,"June 07, 2018",
https://www.the-numbers.com/movie/Cinderella-and-The-Secret-Prince-(2018)#tab=summary,,"PGfor mild action.(Rating bulletin 2544 (Cert #51810), 9/12/2018)",90 minutes,Adventure,Digital Animation,Fantasy,,"United States,China","English,Mandarin","August 24, 2018",Cinderella (Gold Valley Films)
https://www.the-numbers.com/movie/Mary-Magdalene-(2018-United-Kingdom)#tab=summary,,"Rfor some bloody and disturbing images.(Rating bulletin 2567 (Cert #52069), 2/27/2019)",120 minutes,Drama,Live Action,Dramatization,"Film4,Porchlight Films,See-Saw Films,Focus Features,FilmNation Entertainment","United States,United Kingdom,Australia",English,"March 09, 2018",
https://www.the-numbers.com/movie/Qian-Ting-Zong-Dong-Yuan-Hai-Di-Liang-Wan-Li-(China)#tab=summary,,,75 minutes,Adventure,Digital Animation,Kids Fiction,,China,Mandarin,"June 01, 2018",
https://www.the-numbers.com/movie/Gringo-(2018)#tab=summary,,"Rfor language throughout, violence and sexual content.(Rating bulletin 2502 (Cert #51047), 11/15/2017)",110 minutes,Black Comedy,Live Action,Contemporary Fiction,"Amazon Studios,Blue Tongue Films,Denver & Delilah Films",United States,English,"March 09, 2018",
https://www.the-numbers.com/movie/Rapurasu-no-majo-(Japan)#tab=summary,,,115 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,,Japan,Japanese,"May 04, 2018",
https://www.the-numbers.com/movie/Klassentreffen-(Germany)#tab=summary,,,127 minutes,Comedy,Live Action,Contemporary Fiction,,Germany,German,"September 21, 2018",
https://www.the-numbers.com/movie/Maya-the-Bee-The-Honey-Games-(Germany)#tab=summary,,,83 minutes,Adventure,Digital Animation,Kids Fiction,,"Germany,Australia",English,"January 30, 2018",Maya the Bee
https://www.the-numbers.com/movie/Lion-King-The-(Live-Action)-(2019)#tab=summary,"$260,000,000","PGfor sequences of violence and peril, and some thematic elements.(Rating bulletin 2582 (Cert #52218), 6/12/2019)",118 minutes,Adventure,Animation/Live Action,Kids Fiction,"Walt Disney Pictures,Fairview Entertainment",United States,English,"July 11, 2019",The Lion King
https://www.the-numbers.com/movie/Frozen-II-(2019)#tab=summary,"$150,000,000","PGfor action/peril and some thematic elements.(Rating bulletin 2599 (Cert #52343), 10/9/2019)",103 minutes,Musical,Digital Animation,Kids Fiction,Walt Disney Animation Studios,United States,English,"November 20, 2019",Frozen
https://www.the-numbers.com/movie/Spider-Man-Far-From-Home-(2019)#tab=summary,"$160,000,000","PG-13for sci-fi action violence, some language and brief suggestive comments.(Rating bulletin 2582 (Cert #51941), 6/12/2019)PG-13NOTE: EDITED VERSION. CONTENT IS DIFFERENT FROM ""PG-13"" RATED VERSION, BULLETIN NO. 2582 (6/12/2019).(Rating bulletin 2593 (Cert #52353), 8/28/2019)",129 minutes,Action,Live Action,Super Hero,"Columbia Pictures,Marvel Studios,Pascal Pictures",United States,English,"June 27, 2019",Spider-ManMarvel Cinematic Universe
https://www.the-numbers.com/movie/Fast-and-Furious-Presents-Hobbs-and-Shaw-(2019)#tab=summary,"$200,000,000","PG-13for prolonged sequences of action and violence, suggestive material and some strong language.(Rating bulletin 2584 (Cert #52255), 6/26/2019)",134 minutes,Action,Live Action,Contemporary Fiction,"Seven Bucks Productions,Chris Morgan Productions,Universal Pictures",United States,English,"July 31, 2019",Fast and the Furious
https://www.the-numbers.com/movie/Godzilla-King-of-the-Monsters-(2019)#tab=summary,"$170,000,000","PG-13for sequences of monster action violence and destruction, and for some language.(Rating bulletin 2544 (Cert #51815), 9/12/2018)",132 minutes,Action,Live Action,Science Fiction,"Warner Bros.,Legendary Pictures,Toho Co,Huahua Film",United States,English,"May 29, 2019",GodzillaMonsterVerse
https://www.the-numbers.com/movie/Once-Upon-a-Time-in-Hollywood-(2019)#tab=summary,"$90,000,000","Rfor language throughout, some strong graphic violence, drug use, and sexual references.(Rating bulletin 2587 (Cert #52050), 7/17/2019)",159 minutes,Thriller/Suspense,Live Action,Dramatization,"Columbia Pictures,Heyday Films,Bona Film Group","United States,United Kingdom",English,"July 24, 2019",
https://www.the-numbers.com/movie/Zhongguo-jizhang-(China)#tab=summary,,Not Rated,110 minutes,Drama,Live Action,Factual,"Bona Entertainment Company,Alibaba Pictures,Huaxia Film & Distribution Coroporation,Zhongzhi Enterprise Group,Zhejiang Bona,Lamb Film,Television Media,Xiu Shanfang Culture and Art Company,Sichuan Aviation Culture Media Advertising Company,CAAC News,Omnijoi,Yunnan Jincai Shijie Pictures,Inner Mongolia Film Group,Beijing Huaming Xingkong International Media,Asia Pacific Films,Wanda Media,Shanghai Fuyi Media,Chong Qing Film Group,E Mei Film Group,Well Go USA Entertainment",China,"Mandarin,Tibetan","September 28, 2019",
https://www.the-numbers.com/movie/John-Wick-Chapter-3-Parabellum-(2019)#tab=summary,"$75,000,000","Rfor pervasive strong violence, and some language.(Rating bulletin 2574 (Cert #52100), 4/17/2019)",131 minutes,Action,Live Action,Contemporary Fiction,"Thunder Road Film,Lionsgate,87Eleven Inc.",United States,English,"May 15, 2019",John Wick
https://www.the-numbers.com/movie/Knives-Out-(2019)#tab=summary,"$40,000,000","PG-13for thematic elements including brief violence, some strong language, sexual references, and drug material.(Rating bulletin 2597 (Cert #52256), 9/25/2019)",130 minutes,Drama,Live Action,Contemporary Fiction,"Lionsgate,MRC,T-Street",United States,English,"November 27, 2019",Knives Out
https://www.the-numbers.com/movie/Men-in-Black-International-(2019)#tab=summary,"$110,000,000","PG-13for sci-fi action, some language and suggestive material.(Rating bulletin 2579 (Cert #52049), 5/22/2019)",118 minutes,Adventure,Animation/Live Action,Science Fiction,"Amblin Entertainment,Parkes+Macdonald Productions,Columbia Pictures,Tencent Pictures,Image Nation",United States,English,"June 12, 2019",Men in Black
https://www.the-numbers.com/movie/Terminator-Dark-Fate-(2019)#tab=summary,"$185,000,000","Rfor violence throughout, language and brief nudity.(Rating bulletin 2600 (Cert #52317), 10/16/2019)",128 minutes,Action,Animation/Live Action,Science Fiction,"Paramount Pictures,Skydance Productions,Twentieth Century Fox,Tencent Pictures,TSG Entertainment,Lightstorm Entertainment",United States,English,"October 25, 2019",Terminator
https://www.the-numbers.com/movie/Lie-huo-ying-xiong-(China)#tab=summary,,"PG-13for intense disaster sequences and related injury images.(Rating bulletin 2588 (Cert #52299), 7/24/2019)",90 minutes,Drama,Live Action,Dramatization,Far East Films,China,Mandarin,"July 27, 2019",
https://www.the-numbers.com/movie/Annabelle-Comes-Home-(2019)#tab=summary,"$27,000,000","Rfor horror violence and terror.(Rating bulletin 2581 (Cert #52191), 6/5/2019)",106 minutes,Horror,Live Action,Contemporary Fiction,"Atomic Monster,New Line Cinema,The Safran Company",United States,English,"June 26, 2019",AnnabelleThe Conjuring
https://www.the-numbers.com/movie/Ford-v-Ferrari-(2019)#tab=summary,"$97,600,000","PG-13for some language and peril.(Rating bulletin 2597 (Cert #51967), 9/25/2019)",152 minutes,Drama,Live Action,Dramatization,"Chernin Entertainment,20th Century Fox,TSG Entertainment,Turnpike Films",United States,English,"November 14, 2019",
https://www.the-numbers.com/movie/Little-Women-(2019)#tab=summary,"$42,000,000","PGfor thematic elements and brief smoking.(Rating bulletin 2593 (Cert #51940), 8/28/2019)",135 minutes,Drama,Live Action,Historical Fiction,"Columbia Pictures,Regency Enterprises,Pascal Pictures",United States,English,"December 25, 2019",
https://www.the-numbers.com/movie/Addams-Family-The-(2019)#tab=summary,"$24,000,000","PGfor macabre and suggestive humor, and some action.(Rating bulletin 2593 (Cert #52356), 8/28/2019)",100 minutes,Adventure,Digital Animation,Kids Fiction,"The Jackal Group,Cinesite,Metro-Goldwyn-Mayer Pictures,Annapurna Films",United States,English,"October 11, 2019",Addams Family
https://www.the-numbers.com/movie/Downton-Abbey-(UK)-(2019)#tab=summary,,"PGfor thematic elements, some suggestive material, and language.(Rating bulletin 2574 (Cert #52123), 4/17/2019)",120 minutes,Drama,Live Action,Historical Fiction,"Carnival Films,Focus Features,Perfect World Pictures",United Kingdom,English,"September 12, 2019",Downton Abbey
https://www.the-numbers.com/movie/Yip-Man-4-(Hong-Kong)#tab=summary,,Not Rated,105 minutes,Action,Multiple Production Methods,Historical Fiction,"Tin Tin,Well Go USA Entertainment",Hong Kong,Cantonese,"November 29, 2019",Ip Man
https://www.the-numbers.com/movie/Pan-Deng-Zhe-(China)#tab=summary,,Not Rated,125 minutes,Adventure,Live Action,Dramatization,"Visualizer Film,Shanghai Film Group",China,Mandarin,"September 28, 2019",
https://www.the-numbers.com/movie/Midway-(2019)#tab=summary,"$100,000,000","PG-13for sequences of war violence and related images, language and smoking.(Rating bulletin 2598 (Cert #52268), 10/2/2019)",138 minutes,Action,Live Action,Dramatization,"Providence Film Partners,Centropolis Entertainment,Entertainment One,Lionsgate,Shanghai Ruyi Entertainment,Beijing Universe Starlight Culture Media Company,Street Entertainment,AGC","United States,Canada",English,"November 07, 2019",
https://www.the-numbers.com/movie/Upside-The-(2019)#tab=summary,"$37,500,000","PG-13for suggestive content and drug use.(Rating bulletin 2551 (Cert #51337), 10/31/2018)",126 minutes,Comedy,Live Action,Dramatization,"STX Films,Lantern Entertainment,Escape Artists",United States,English,"January 10, 2019",
https://www.the-numbers.com/movie/Zombieland-Double-Tap-(2019)#tab=summary,"$48,000,000","Rfor bloody violence, language throughout, some drug and sexual content.(Rating bulletin 2596 (Cert #51942), 9/18/2019)",93 minutes,Comedy,Live Action,Contemporary Fiction,"Columbia Pictures,Pariah Productions,2.0 Entertainment",United States,English,"October 09, 2019",Zombieland
https://www.the-numbers.com/movie/Last-Christmas-(UK)-(2019)#tab=summary,"$30,000,000","PG-13for language and sexual content.(Rating bulletin 2584 (Cert #52277), 6/26/2019)",103 minutes,Romantic Comedy,Live Action,Contemporary Fiction,"Calamity Films,Feigco Entertainment,Universal Pictures,Perfect World Pictures","United Kingdom,United States",English,"November 07, 2019",
https://www.the-numbers.com/movie/Wonder-Park-(2019)#tab=summary,"$100,000,000","PGfor some mild thematic elements and action.(Rating bulletin 2531 (Cert #51605), 6/13/2018)",93 minutes,Adventure,Digital Animation,Kids Fiction,"Paramount Animation,Nickelodeon Films,Ilion Animation Studios,Midnight Radio Productions","United States,Spain",English,"March 15, 2019",
https://www.the-numbers.com/movie/Tyler-Perrys-A-Madea-Family-Funeral-(2019)#tab=summary,"$20,000,000","PG-13for crude sexual content, language, and drug references throughout.(Rating bulletin 2531 (Cert #51634), 6/13/2018)",102 minutes,Comedy,Live Action,Contemporary Fiction,"Tyler Perry Studios,Lionsgate",United States,English,"February 27, 2019",Madea Cinematic Universe
https://www.the-numbers.com/movie/Confidence-Man-JP-The-The-Movie-(2019-Japan)#tab=summary,,,116 minutes,Comedy,Live Action,Contemporary Fiction,,Japan,Japanese,"May 17, 2019",Confidence Man JP
https://www.the-numbers.com/movie/Xiao-zhu-pei-qi-guo-da-nian-(China)-(2019)#tab=summary,,"G(Rating bulletin 2564 (Cert #52022), 2/6/2019)",81 minutes,Adventure,Animation/Live Action,Kids Fiction,"Alibaba Pictures,Entertainment One",China,Mandarin,"February 05, 2019",
https://www.the-numbers.com/movie/Lighthouse-The-(2019)#tab=summary,"$4,000,000","Rfor sexual content, nudity, violence, disturbing images, and some language(Rating bulletin 2581 (Cert #52246), 6/5/2019)",110 minutes,Horror,Live Action,Historical Fiction,"A24,RT Features,Regency Enterprises","United States,Canada",English,"October 18, 2019",
https://www.the-numbers.com/movie/Playmobil-(2019)#tab=summary,"$75,000,000","PGfor action/peril and some language.(Rating bulletin 2607 (Cert #52469), 12/4/2019)",99 minutes,Adventure,Animation/Live Action,Kids Fiction,"ON Animation Studios,Pathe,Wild Bunch","France,Canada,Germany",English,"August 07, 2019",
https://www.the-numbers.com/movie/Yi-Dian-Jiu-Dao-Jia-(2020-China)#tab=summary,,,97 minutes,Drama,Live Action,Contemporary Fiction,,China,Mandarin,"September 26, 2020",
https://www.the-numbers.com/movie/My-Love-(2021-China)#tab=summary,,,115 minutes,Drama,Live Action,Contemporary Fiction,,China,Mandarin,"April 30, 2021",
https://www.the-numbers.com/movie/Bodies-Bodies-Bodies#tab=summary,,"Rfor violence, bloody images, drug use, sexual references and pervasive language.(Rating bulletin 2726 (cert #53668), 4/6/2022)",95 minutes,Horror,Live Action,Contemporary Fiction,"A24,2AM",United States,English,"August 05, 2022",
https://www.the-numbers.com/movie/Moonage-Daydream-(2022)#tab=summary,,"PG-13for some sexual images/nudity, brief strong language and smoking.(Rating bulletin 2744 (cert #53979), 8/10/2022)",,Documentary,Live Action,Factual,"HBO Documentary Films,IMAX Documentary Films Capital","Germany,United States",English,"September 14, 2022",
https://www.the-numbers.com/movie/Hunger-Games-The-The-Ballad-of-Songbirds-and-Snakes-(2023)#tab=summary,"$100,000,000","PG-13for strong violent content and disturbing material.(Rating bulletin 2804 (cert #54361), 10/11/2023)",157 minutes,Action,Live Action,Science Fiction,Color Force,United States,English,"November 15, 2023",Hunger Games
https://www.the-numbers.com/movie/Creation-of-the-Gods-I-Kindom-of-Storms-(2023-China)#tab=summary,,,148 minutes,Adventure,Live Action,Fantasy,Beijing Jingxi Culture and Tourism Company,China,Mandarin,"July 20, 2023",
https://www.the-numbers.com/movie/Ba-Jiao-Long-Zhong-(2023-China)#tab=summary,,,,Drama,Live Action,Contemporary Fiction,,China,Mandarin,"July 02, 2023",
https://www.the-numbers.com/movie/Sound-of-Freedom-(2023)#tab=summary,"$14,500,000","PG-13for thematic content involving sex trafficking, violence, language, sexual references, some drug references and smoking throughout.(Rating bulletin 2784 (cert #54464), 5/24/2023)",135 minutes,Thriller/Suspense,Live Action,Dramatization,"Santa Fe Films,Ambi Media Group","United States,Colombia,Mexico","English,Spanish","July 04, 2023",
https://www.the-numbers.com/movie/Volunteer-Soldiers-Attack-(2023-China)#tab=summary,,,,Drama,Live Action,Contemporary Fiction,,China,Mandarin,"September 28, 2023",
https://www.the-numbers.com/movie/Renaissance-A-Film-by-Beyonce-(2023)#tab=summary,,Not Rated,168 minutes,Concert/Performance,Live Action,Factual,,United States,English,"November 30, 2023",
https://www.the-numbers.com/movie/Past-Lives-(2023)#tab=summary,"$12,000,000","PG-13for some strong language.(Rating bulletin 2763 (cert #53815), 12/21/2022)",105 minutes,Drama,Live Action,Contemporary Fiction,,United States,"English,Korean","June 02, 2023",
https://www.the-numbers.com/movie/Saltburn-(2023)#tab=summary,,"Rfor strong sexual content, graphic nudity, language throughout, some disturbing violent content, and drug use.(Rating bulletin 2801 (cert #54396), 9/20/2023)",127 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,"LuckyChap Entertainment,MRC,Amazon Studios,Metro-Goldwyn-Mayer Pictures","United States,United Kingdom",English,"November 16, 2023",
https://www.the-numbers.com/movie/Guy-Ritchies-The-Covenant-(2023-United-Kingdom)#tab=summary,,"Rfor violence, language throughout and brief drug content.(Rating bulletin 2763 (cert #54057), 12/21/2022)",123 minutes,Action,Live Action,Contemporary Fiction,"Toff Guy Films,Metro-Goldwyn-Mayer Pictures,STX Films","United Kingdom,Spain",English,"April 21, 2023",
https://www.the-numbers.com/movie/Twisters-(2024)#tab=summary,"$155,000,000","PG-13for intense action and peril, some language and injury images.(Rating bulletin 2835 (cert #55003), 5/22/2024)",122 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,"Universal Pictures,Amblin Entertainment,Warner Bros.",United States,English,"July 11, 2024",Twister
https://www.the-numbers.com/movie/Exhuma-(2023-South-Korea)#tab=summary,,,134 minutes,Horror,Live Action,Contemporary Fiction,"Showbox,Pinetown",Republic of Korea,Korean,"February 22, 2024",
https://www.the-numbers.com/movie/Crayon-Shinchan-Our-Dinosaur-Diary-(2024-Japan)#tab=summary,,,106 minutes,Adventure,Digital Animation,Science Fiction,,Japan,Japanese,"August 09, 2024",Crayon Shin Chan
https://www.the-numbers.com/movie/Forge-The-(2024)#tab=summary,"$5,000,000","PGfor thematic elements.(Rating bulletin 2825 (cert #54739), 3/13/2024)",123 minutes,Drama,Live Action,Contemporary Fiction,"Affirm Films,Sony Pictures,Provident Films",United States,English,"August 23, 2024",
